id_str,created_at,period,full_text,text_bert,bert_word_count,label,label_roberta,confidence_roberta,annotator_notes,username,source_keyword,lang
1876494052352467195,2025-01-07 05:00:20,2025-01,"MBG menunya beda2 tiap daerah, tapi 1 yang sama: Nasi seabrek..

Kalau emang nasibya mau portugal, mbok ya tambah kecap...","makan bergizi gratis menunya beda beda tiap daerah, tapi 1 yang sama nasi seabrek . . . kalau memang nasibya mau portugal, mbok iya tambah kecap ...",27,positive,positive,0.9542,,"Martinus_Leo",mbg,in
1879411184904114324,2025-01-15 06:11:58,2025-01,"@lukmansaifuddin Program makan bergizi gratis juga memberdayakan masyarakat, terstruktur dan berjangka panjang","program makan bergizi gratis juga memberdayakan masyarakat, terstruktur dan berjangka panjang",11,positive,positive,0.7518,,"SahabathtJ",makan_bergizi_gratis,in
1882656630602625333,2025-01-24 05:08:13,2025-01,Program Makan Bergizi Gratis memberikan manfaat yang nyata dirasakan masyarakat kurang mampu. https://t.co/HZzH0QvZrg,program makan bergizi gratis memberikan manfaat yang nyata dirasakan masyarakat kurang mampu.,12,positive,positive,0.9461,,"MoccaBottol",makan_bergizi_gratis,in
1881306972265611489,2025-01-20 11:45:09,2025-01,Apakah karena pengaruh dari berjalannya program MBG ? . Padahal berita tentang para pembantunya yang banyak dikritisi publik lumayan viral.,apakah karena pengaruh dari berjalannya program makan bergizi gratis ? . padahal berita tentang para pembantunya yang banyak dikritisi publik lumayan viral.,22,negative,negative,0.939,,";;;;;;;",mbg,in
187760378301166398,2025-01-10 06:30:00,2025-01,"acara Makan Bergizi Gratis bertujuan untuk menyajikan masakan yang pastinya sehat dan bergizi kepada yang membutuhkan, terutama anak-anak sekolah

Untuk Anak Kita","acara makan bergizi gratis bertujuan untuk menyajikan masakan yang pastinya sehat dan bergizi kepada yang membutuhkan, terutama anak anak sekolah . . untuk anak kita",25,positive,positive,0.9415,,"pi_putrip",makan_bergizi_gratis,in
1877603784706408769,2025-01-10 06:30:01,2025-01,Program Makan Bergizi Gratis juga berperan dalam memperkuat daya saing bangsa melalui pendidikan yang lebih baik. Untuk Anak Kita,program makan bergizi gratis juga berperan dalam memperkuat daya saing bangsa melalui pendidikan yang lebih baik. untuk anak kita,19,positive,positive,0.7591,,"RatnaNurintan",makan_bergizi_gratis,in
1876198030044774624,2025-01-06 09:24:03,2025-01,"Pemerintah akhirnya melaunching program makan bergizi gratis mulai Senin ini, 6 Januari 2025.

Menteri Koperasi Budi Arie Setiadi mengungkap, beragam jenis koperasi akan terlibat, termasuk koperasi susu sapi, koperasi telur, koperasi sayur, dan koperasi lainnya.

Ada 190 lokasi https://t.co/Fs7W0bP1WL","pemerintah akhirnya meluncurkan program makan bergizi gratis mulai senin ini, tanggal . . . menteri koperasi budi arie setiadi mengungkap, beragam jenis koperasi akan terlibat, termasuk koperasi susu sapi, koperasi telur, koperasi sayur, dan koperasi lainnya. . . ada 190 lokasi",41,neutral,neutral,0.972,,"beritaKBR",makan_bergizi_gratis,in
1877338175267549695,2025-01-09 12:54:34,2025-01,"🎥✨ ""Makan Bergizi, Ekonomi Bangkit!""
Program Makan Bergizi Gratis bukan cuma soal kesehatan, tapi juga dorongan besar untuk ekonomi lokal 🍚🌾. Bareng-bareng kita bangun Indonesia yang lebih kuat 💪🇮🇩!

#PemerataanEkonomi 
#MakanBergiziGratis
#KetahananPangan
#CegahStunting https://t.co/eac2bPDRiS","kagum makan bergizi, ekonomi bangkit! . program makan bergizi gratis bukan cuma soal kesehatan, tapi juga dorongan besar untuk ekonomi lokal . bareng bareng kita bangun indonesia yang lebih kuat kuat indonesia ! . . . makan bergizi gratis . ketahanan pangan . cegah stunting",45,positive,positive,0.9947,,"dicky_novera",makan_bergizi_gratis,in
1880888552139186436,2025-01-19 08:02:30,2025-01,Saatnya kita bantu wujudkan Indonesia yang lebih sehat melalui program Makan Bergizi Gratis! Ayo dukung bersama! #PenuhiGiziIndonesia https://t.co/21SXJe0FHT,saatnya kita bantu wujudkan indonesia yang lebih sehat melalui program makan bergizi gratis! ayo dukung bersama! penuh gizi indonesia,19,positive,positive,0.9841,,"wajah_baruitu",makan_bergizi_gratis,in
1877641628267241948,2025-01-10 09:00:23,2025-01,"@CuitanMakmak guys wajib tau,rancangan Makan Bergizi Gratis Berikan Dampak Jelas Bagi Gizi seimbang anak Bangsa 
Untuk Anak Kita","teman teman wajib tau, rancangan makan bergizi gratis berikan dampak jelas bagi gizi seimbang anak bangsa . untuk anak kita",20,positive,positive,0.6758,,"adrianalmaaa",makan_bergizi_gratis,in
1877654765129081006,2025-01-10 09:52:35,2025-01,"@Gribyzz Mudah-mudahan Makan Bergizi Gratis memberikan dampak positif bagi generasi mendatang
Untuk Anak Kita",mudah mudahan makan bergizi gratis memberikan dampak positif bagi generasi mendatang . untuk anak kita,15,positive,positive,0.8971,,"SitiRah_ayyu",makan_bergizi_gratis,in
1881923703073898573,2025-01-22 04:35:49,2025-01,"Contohnya seperti swasembada pangan, swasembada energi, hilirisasi dan industrialisasi, membangun kemampuan pertahanan, dan makan bergizi gratis.","contohnya seperti swasembada pangan, swasembada energi, hilirisasi dan industrialisasi, membangun kemampuan pertahanan, dan makan bergizi gratis.",16,positive,positive,0.4891,,"SitiSumiran",makan_bergizi_gratis,in
1877616118673678434,2025-01-10 07:19:01,2025-01,@ayundhaqh Program Makan Bergizi Gratis dirancang untuk membantu anak bangsa tumbuh sehat melalui asupan gizi yang memadai Untuk Anak Kita,program makan bergizi gratis dirancang untuk membantu anak bangsa tumbuh sehat melalui asupan gizi yang memadai untuk anak kita,19,positive,positive,0.775,,"RojikinTaufiq",makan_bergizi_gratis,in
1877606771180933287,2025-01-10 06:41:53,2025-01,"@info_beragam Sis  Program Makan Bergizi Gratis adalah  gerakan   nyata  pemerintah untuk memastikan   keperluan   gizi  anak-anak bangsa yang cukup.
Untuk Anak Kita",kakak program makan bergizi gratis adalah gerakan nyata pemerintah untuk memastikan keperluan gizi anak anak bangsa yang cukup. . untuk anak kita,22,neutral,neutral,0.8289,,"azis_azismus07",makan_bergizi_gratis,in
1877140233390588193,2025-01-08 23:48:01,2025-01,Program MBG bikin kita lebih mudah akses makanan sehat kudos UMKM! #UMKMDukungMBG https://t.co/1fGqZgO3HN,program makan bergizi gratis bikin kita lebih mudah akses makanan sehat pujian umkm! usaha mikro kecil menengah dukung makan bergizi gratis,21,positive,positive,0.9887,,";;;;;;;",mbg,in
1877606726712832438,2025-01-10 06:41:42,2025-01,@ayundhaqh Gizi anak-anak menjadi prioritas utama dalam setiap menu Makan Bergizi Gratis yang disediakan oleh pemerintahan Prabowo Untuk Anak Kita,gizi anak anak menjadi prioritas utama dalam setiap menu makan bergizi gratis yang disediakan oleh pemerintahan prabowo untuk anak kita,20,positive,positive,0.8387,,"AniSuryaniri",makan_bergizi_gratis,in
1876197368812691562,2025-01-06 09:21:25,2025-01,Pelaksanaan Program Pemberian Makan Bergizi Gratis Dilakukan Bertahap di Kabupaten Bogor  https://t.co/nLqpca04XK,pelaksanaan program pemberian makan bergizi gratis dilakukan bertahap di kabupaten bogor,11,neutral,neutral,0.9977,,"inilahkoran_id",makan_bergizi_gratis,in
1877057307948834995,2025-01-08 18:18:30,2025-01,"UMKM join makan bergizi gratis, bikin semangat hidup sehat naik #UMKMDukungMBG","usaha mikro kecil menengah gabung makan bergizi gratis, bikin semangat hidup sehat naik usaha mikro kecil menengah dukung makan bergizi gratis",21,positive,positive,0.88,,"irfan_rizkyy",makan_bergizi_gratis,in
1880071770994274454,2025-01-17 01:56:54,2025-01,@yunienurhayati Kan ada program makan bergizi gratis,kan ada program makan bergizi gratis,6,neutral,neutral,0.9933,,"udapinto_",makan_bergizi_gratis,in
1877603785272332329,2025-01-10 06:30:01,2025-01,Rasakan manfaat dari Makan Bergizi Gratis yang tersedia setiap hari. Untuk Anak Kita,rasakan manfaat dari makan bergizi gratis yang tersedia setiap hari. untuk anak kita,13,positive,positive,0.9654,,"MawaridAnang_",makan_bergizi_gratis,in
1877603781657112939,2025-01-10 06:30:00,2025-01,"Melalui Makan Bergizi Gratis, pemerintah menegaskan keseriusannya dalam memenuhi kebutuhan gizi generasi emas di Indonesia.

Untuk Anak Kita","melalui makan bergizi gratis, pemerintah menegaskan keseriusannya dalam memenuhi kebutuhan gizi generasi emas di indonesia. . . untuk anak kita",20,positive,positive,0.8461,,"sarifkasimmm",makan_bergizi_gratis,in
1877250729854763166,2025-01-09 07:07:06,2025-01,"Infoo gais, Makan Bergizi Gratis bertujuan bagi mengadakan makanan sehat dan bergizi kepada yang membutuhkan, terutama anak-anak sekolah

Wujudkan Mimpi Kita","infoo gais, makan bergizi gratis bertujuan bagi mengadakan makanan sehat dan bergizi kepada yang membutuhkan, terutama anak anak sekolah . . wujudkan mimpi kita",24,neutral,neutral,0.7363,,"keprinaa12",makan_bergizi_gratis,in
1877603784269910278,2025-01-10 06:30:01,2025-01,Visi program Makan Bergizi Gratis adalah memberikan akses pangan bergizi yang merata untuk menciptakan generasi muda yang sehat dan cerdas. Untuk Anak Kita,visi program makan bergizi gratis adalah memberikan akses pangan bergizi yang merata untuk menciptakan generasi muda yang sehat dan cerdas. untuk anak kita,23,positive,positive,0.5228,,"almahidda",makan_bergizi_gratis,in
1877616175833612441,2025-01-10 07:19:15,2025-01,"@Gribyzz Nutrisi yang baik bukan hanya mendukung kesehatan fisik, tetapi juga mempengaruhi kecerdasan. Penerus bangsa yang Makan Bergizi Gratis akan menjadi pemimpin yang mampu membawa negara ke tingkat yang lebih tinggi.

Untuk Anak Kita","nutrisi yang baik bukan hanya mendukung kesehatan fisik, tetapi juga mempengaruhi kecerdasan. penerus bangsa yang makan bergizi gratis akan menjadi pemimpin yang mampu membawa negara ke tingkat yang lebih tinggi. . . untuk anak kita",35,positive,positive,0.9703,,"prayogonog",makan_bergizi_gratis,in
1877603784018284824,2025-01-10 06:30:00,2025-01,"Masyarakat merasa dihargai dengan adanya program Makan Bergizi Gratis yang menjamin makanan sehat untuk semua.
Untuk Anak Kita https://t.co/uNJ3obg4Vx",masyarakat merasa dihargai dengan adanya program makan bergizi gratis yang menjamin makanan sehat untuk semua. . untuk anak kita,19,positive,positive,0.9639,,"Renii_Nuri",makan_bergizi_gratis,in
1876192638925516934,2025-01-06 09:02:37,2025-01,"Danrem 071 Wijayakusuma Launching Perdana Program MBG Di Kabupaten Pemalang
https://t.co/fjdTJeY1LZ
China",komandan resor militer 071 wijayakusuma peluncuran perdana program makan bergizi gratis di kabupaten pemalang . . china,17,neutral,neutral,0.9985,,"puji2024",mbg,in
1879102598642598278,2025-01-14 09:45:46,2025-01,Pemerintah Buka Opsi Menambah Anggaran Program Makan Bergizi Gratis https://t.co/CjhdnsUFnM,pemerintah buka opsi menambah anggaran program makan bergizi gratis,9,neutral,neutral,0.9987,,"e100ss",makan_bergizi_gratis,in
1876783613682847995,2025-01-08 00:10:57,2025-01,"Program Makan Bergizi Gratis atau MBG jika diprioritaskan kepada penerima yang masuk kategori warga miskin, target dan tujuan program ini dapat lebih berhasil. #Opini #AdadiKompas 

 https://t.co/xpzYHtQrcq","program makan bergizi gratis atau makan bergizi gratis jika diprioritaskan kepada penerima yang masuk kategori warga miskin, target dan tujuan program ini dapat lebih berhasil. . .",27,positive,positive,0.8262,,"KompasData",makan_bergizi_gratis,in
1876907623678980596,2025-01-08 08:23:43,2025-01,Polantas Kawal Distribusi Makan Bergizi Gratis https://t.co/65eoqE0wNA https://t.co/Ib4I2pkml3,polisi lalu lintas kawal distribusi makan bergizi gratis,8,neutral,neutral,0.9979,,"waspadadotid",makan_bergizi_gratis,in
1879410198412210489,2025-01-15 06:08:03,2025-01,"TNI Dilibatkan Makan Bergizi Gratis, YLBHI: Kalau Bukan Tupoksinya Jangan Ditarik Mengelola MBG https://t.co/YcLL2sviYC","tentara nasional indonesia dilibatkan makan bergizi gratis, ylbhi kalau bukan tugas pokok dan fungsinya jangan ditarik mengelola makan bergizi gratis",20,neutral,neutral,0.4729,,"Opiniku95098012",makan_bergizi_gratis,in
1877606388006007161,2025-01-10 06:40:21,2025-01,"@KaliaRisna Siswa yang mendapatkan Makan Bergizi Gratis di sekolah akan memiliki daya tahan tubuh yang lebih kuat, mengurangi absensi akibat sakit.

Untuk Anak Kita","siswa yang mendapatkan makan bergizi gratis di sekolah akan memiliki daya tahan tubuh yang lebih kuat, mengurangi absensi akibat sakit. . . untuk anak kita",25,positive,positive,0.7227,,"IsyahRaniyh_",makan_bergizi_gratis,in
1877373301519167498,2025-01-09 15:14:09,2025-01,"@eter_AlHayyin @NazarRizky17 @JhonSitorus_18 Makanyaa, gue beneri otak lu
Itu emang program makan bergizi gratis program pemerintah Pak prabowo, trs ada kekurangan di makanan nya kan beliau gk tw
Trs elu dengan pemkiran yg dangkal elu pcya aja omongan si @JhonSitorus_18","makanyaa, saya beneri otak kamu . itu memang program makan bergizi gratis program pemerintah bapak prabowo, terus ada kekurangan di makanan nya kan beliau tidak tau . terus kamu dengan pemkiran yang dangkal kamu pcya saja omongan sih",38,negative,negative,0.9955,,"NantaMudasetia1",makan_bergizi_gratis,in
1877603783770874268,2025-01-10 06:30:00,2025-01,"acara Makan Bergizi Gratis tujuan untuk memberikan masakan sehat dan bergizi kepada yang membutuhkan, anak-anak sekolah diutamakan 

Untuk Anak Kita https://t.co/VVrwPcPkB6","acara makan bergizi gratis tujuan untuk memberikan masakan sehat dan bergizi kepada yang membutuhkan, anak anak sekolah diutamakan . . untuk anak kita",23,positive,positive,0.8529,,"AprilLia_i6",makan_bergizi_gratis,in
1877236080891535608,2025-01-09 06:08:53,2025-01,"kegiatan Makan Bergizi Gratis tujuannya untuk menyediakan makanan sehat dan yg bergizi kepada yang membutuhkan, fokusnya anak-anak sekolah

Wujudkan Mimpi Kita","kegiatan makan bergizi gratis tujuannya untuk menyediakan makanan sehat dan yang bergizi kepada yang membutuhkan, fokusnya anak anak sekolah . . wujudkan mimpi kita",24,neutral,neutral,0.8364,,"Arianini31",makan_bergizi_gratis,in
1879458019798638742,2025-01-15 09:18:05,2025-01,"kalian sadar nggak, kalau penamaan ""Gratis"" pada program Makan Bergizi Gratis adalah penghinaan yang amat besar? pemerintah wajib menjamin kesejahteraan rakyatnya, kenapa harus dilabeli dengan kata GRATIS? itu hak kami, kenapa harus permalukan kami dulu untuk itu??","kalian sadar tidak, kalau penamaan gratis pada program makan bergizi gratis adalah penghinaan yang amat besar? pemerintah wajib menjamin kesejahteraan rakyatnya, kenapa harus dilabeli dengan kata gratis? itu hak kami, kenapa harus permalukan kami dulu untuk itu??",37,negative,negative,0.9497,,"kookmineyours",makan_bergizi_gratis,in
1876556962592326087,2025-01-07 09:10:19,2025-01,"@KemensetnegRI Dengan makanan bergizi, siswa lebih fokus dan produktif di kelas.
Makan Bergizi Gratis","kementerian sekretariat negara dengan makanan bergizi, siswa lebih fokus dan produktif di kelas. . makan bergizi gratis",17,positive,neutral,0.688,,"AzzahraElo1",makan_bergizi_gratis,in
1883774007088161194,2025-01-27 07:08:16,2025-01,"Supaya Lahan biaa dimanfaatkan efektif, dan anak2 bisa diberi makan bergizi gratis, mengapa ga dicoba spt yang terjadi di Amerika, mengolah daging manusia atau mayat, jadi jenasah ga perlu dikubur 

Dan lezat loh, berprotein tinggi, apalagi kalau dihidangkan bersama bakwan https://t.co/6JEzzv6Qb8","supaya lahan biaa dimanfaatkan efektif, dan anak anak bisa diberi makan bergizi gratis, mengapa tidak dicoba seperti yang terjadi di amerika, mengolah daging manusia atau mayat, jadi jenasah tidak perlu dikubur . . dan lezat loh, berprotein tinggi, apalagi kalau dihidangkan bersama bakwan",43,positive,positive,0.9916,,"WeKa_Ronin",makan_bergizi_gratis,in
1884544224210583588,2025-01-29 10:08:50,2025-01,"Program Makan Bergizi Gratis telah membawa perubahan positif bagi masyarakat. Mari kita terus dukung inisiatif ini untuk masa depan yang lebih baik!

#IndonesiaEmas #PresidenPrabowo #MakanBergiziGratis #bergizigratis #cegahstunting #Gizi #ProgramGiziNasional  #beritaViral https://t.co/e4sUjtnH29",program makan bergizi gratis telah membawa perubahan positif bagi masyarakat. mari kita terus dukung inisiatif ini untuk masa depan yang lebih baik! . . indonesia emas presiden prabowo makan bergizi gratis cegah stunting gizi,34,positive,positive,0.9885,,"MediaNusan013",makan_bergizi_gratis,in
1878750177168953474,2025-01-13 10:25:22,2025-01,"Ketua DPRD Provinsi DKI Jakarta, Khoirudin mendukung upaya Dinas LH DKI Jakarta dalam mengelola food waste atau sampah organik dalam pelaksanaan program Makan Bergizi Gratis (MBG).

#BacadiBJ
#beritajakarta
#dkijakarta
#JAKI
#WeLoveJakarta

https://t.co/CPlDqBnlUu","ketua dewan perwakilan rakyat daerah provinsi daerah khusus ibukota jakarta jakarta, khoirudin mendukung upaya dinas boleh daerah khusus ibukota jakarta jakarta dalam mengelola limbah makanan atau sampah organik dalam pelaksanaan program makan bergizi gratis . . . . . . . . .",43,neutral,neutral,0.986,,"BeritaJakarta",makan_bergizi_gratis,in
1877603783502606563,2025-01-10 06:30:00,2025-01,"Makan Bergizi Gratis adalah program untuk pemenuhan gizi bagi Anak Generasi Emas Indonesia.

Untuk Anak Kita https://t.co/n9Vh0pXDYQ",makan bergizi gratis adalah program untuk pemenuhan gizi bagi anak generasi emas indonesia. . . untuk anak kita senang yang,20,positive,positive,0.9809,,"Hermaliaher",makan_bergizi_gratis,in
1883130681330700341,2025-01-25 12:31:55,2025-01,"PLN sebagai BUMN terus mendukung penuh program Makan Bergizi Gratis (MBG) dari Pemerintah ini dengan memastikan pasokan listrik andal di 238 titik Satuan Pelayanan Pemenuhan Gizi (SPPG) di 31 provinsi. y #Swasembadaenergi
#AstaCitaPemerintah https://t.co/HTLZ4vfxPl",perusahaan listrik negara sebagai badan usaha milik negara terus mendukung penuh program makan bergizi gratis dari pemerintah ini dengan memastikan pasokan listrik andal di 238 titik satuan pelayanan pemenuhan gizi satuan pelayanan pemenuhan gizi di 31 provinsi. ya .,39,neutral,neutral,0.9739,,"plnup3sofifi",makan_bergizi_gratis,in
1885326839222329799,2025-01-31 13:58:40,2025-01,"@Jayabay19479190 Masih kalah sama Makan Bergizi Gratis, menyasar anak sekolah se indonesia, nyogok pemilih dibiayai APBN.","masih kalah sama makan bergizi gratis, menyasar anak sekolah se indonesia, menyuap pemilih dibiayai apbn.",15,negative,negative,0.9804,,"Penandur",makan_bergizi_gratis,in
1877152177510080528,2025-01-09 00:35:29,2025-01,"Gerakan makan bergizi gratis, biar semua bisa sehat tanpa ribet #UMKMDukungMBG","gerakan makan bergizi gratis, biar semua bisa sehat tanpa repot usaha mikro kecil menengah dukung makan bergizi gratis",18,positive,positive,0.8834,,"salsabila_ranni",makan_bergizi_gratis,in
1878066408682324025,2025-01-11 13:08:19,2025-01,@Mdy_Asmara1701 Solusinya malah MAKAN BERGIZI GRATIS gitu kan ya?,solusinya malah makan bergizi gratis begitu kan ya?,8,negative,negative,0.9976,,"_AnommonA",makan_bergizi_gratis,in
1879850105244930216,2025-01-16 11:16:05,2025-01,"@PelatihT1dur Betul, ada juga yg ""sarungan"" misal kasih saran makan bergizi gratis pke duid zakat.🤭

Emang agak Laen elit² kita inih","betul, ada juga yang sarungan misal kasih saran makan bergizi gratis pakai uang zakat. menutup mulut . . memang agak lain elite kita ini",24,negative,negative,0.9875,,"SangLangit01",makan_bergizi_gratis,in
1877603785398431936,2025-01-10 06:30:01,2025-01,"Dengan Makan Bergizi Gratis kebutuhan gizi anak terpenuhi untuk menciptakan generasi pemimpin masa depan
Untuk Anak Kita",dengan makan bergizi gratis kebutuhan gizi anak terpenuhi untuk menciptakan generasi pemimpin masa depan . untuk anak kita,18,positive,positive,0.9695,,"AlvinElvano",makan_bergizi_gratis,in
1880604999816040873,2025-01-18 13:15:46,2025-01,"Dukung progam pemerintah melalui makan bergizi gratis. 
#PenuhiGiziIndonesia",dukung progam pemerintah melalui makan bergizi gratis. . penuh gizi indonesia,11,neutral,neutral,0.7361,,"kupangviral_",makan_bergizi_gratis,in
1877022432030007714,2025-01-08 15:59:55,2025-01,Partner andalan UMKM? Ya MBG dong pastinya. #UMKMDukungMBG,partner andalan umkm? iya makan bergizi gratis dong pastinya. usaha mikro kecil menengah dukung makan bergizi gratis,17,positive,positive,0.9922,,"reza_febriann1",mbg,in
1877074547762958391,2025-01-08 19:27:01,2025-01,Output MBG justru malah menjadikan siswa takut mengungkapkan kebenaran ke publik dan sekaligus menjadikan siswa benci ke Pemerintah. 💀,output makan bergizi gratis justru malah menjadikan siswa takut mengungkapkan kebenaran ke publik dan sekaligus menjadikan siswa benci ke pemerintah. mati,21,negative,negative,0.9983,,"TheLawlessX",mbg,in
1883032614669517247,2025-01-25 06:02:15,2025-01,Makan bergizi gratis adalah program bagus klas dunia.kami apresiasi.jangan ragu keluarkan anggaran punya negara.ini amal besar dan kami yakin akan menjadi berkah untuk Indonesia.Insya Allah,makan bergizi gratis adalah program bagus kelas dunia. kami apresiasi. jangan ragu keluarkan anggaran punya negara. ini amal besar dan kami yakin akan menjadi berkah untuk indonesia. insya allah,29,positive,positive,0.9978,,"Donisetiyawana1",makan_bergizi_gratis,in
1879338247702389137,2025-01-15 01:22:09,2025-01,"@Heraloebss Bikin erosi aja ni  orang ,  kita ini  jadi bertakon takon  yg  Tolol siapa sih  , ?
Woii i   , , , Makan Bergizi Gratis itu program wapres  Gibran  bukan  Agenda  Arisan ibu2  darma wanita","bikin erosi saja nih orang , kita ini jadi bertakon tanya yang bodoh siapa sih , ? . hei saya , , , makan bergizi gratis itu program wakil presiden gibran bukan agenda arisan ibu ibu darma wanita",38,negative,negative,0.9968,,"Naver13",makan_bergizi_gratis,in
1876989624033116613,2025-01-08 13:49:33,2025-01,Makan siang gratis di Squid Game tampak enak dan bergizi 👀 https://t.co/fZvRwRO8tF,makan bergizi gratis di cumi cumi permainan tampak enak dan bergizi pantau,12,positive,positive,0.9981,,"journalin",makan_bergizi_gratis,in
1877603785033298401,2025-01-10 06:30:01,2025-01,"Sobat Perlu tau, Makan Bergizi Gratis,  Beri Dampak Nyata Bagi Gizi seimbang anak Bangsa 

Untuk Anak Kita","sobat perlu tau, makan bergizi gratis, beri dampak nyata bagi gizi seimbang anak bangsa . . untuk anak kita",19,positive,positive,0.9149,,"yedi_ramdani",makan_bergizi_gratis,in
1879158157915914599,2025-01-14 13:26:32,2025-01,"-- yang kondisi sosial ekonomi mayoritas masyarakatnya tergolong miskin atau rentan miskin, selain itu makan bergizi gratis juga perlu diimbangi dengan langkah-langkah lain seperti penambahan unit posyandu dan tenaga kesehatannya, serta memperbaiki kualitas sanitasi dan tanah.","yang kondisi sosial ekonomi mayoritas masyarakatnya tergolong miskin atau rentan miskin, selain itu makan bergizi gratis juga perlu diimbangi dengan langkah langkah lain seperti penambahan unit pos pelayanan terpadu dan tenaga kesehatannya, serta memperbaiki kualitas sanitasi dan tanah.",38,positive,positive,0.4779,,"dimzsky_",makan_bergizi_gratis,in
