id_str,created_at,period,full_text,word_count,username,user_id_str,favorite_count,retweet_count,reply_count,quote_count,lang,location,source_keyword,label,label_roberta,annotator_notes
1881923703073898573,2025-01-22 04:35:49,2025-01,"Contohnya seperti swasembada pangan, swasembada energi, hilirisasi dan industrialisasi, membangun kemampuan pertahanan, dan makan bergizi gratis.",16,"SitiSumiran",3706597332,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877616118673678434,2025-01-10 07:19:01,2025-01,@ayundhaqh Program Makan Bergizi Gratis dirancang untuk membantu anak bangsa tumbuh sehat melalui asupan gizi yang memadai Untuk Anak Kita,20,"RojikinTaufiq",1548279675541389313,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877606771180933287,2025-01-10 06:41:53,2025-01,"@info_beragam Sis  Program Makan Bergizi Gratis adalah  gerakan   nyata  pemerintah untuk memastikan   keperluan   gizi  anak-anak bangsa yang cukup.
Untuk Anak Kita",21,"azis_azismus07",1549388637510729728,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877140233390588193,2025-01-08 23:48:01,2025-01,Program MBG bikin kita lebih mudah akses makanan sehat kudos UMKM! #UMKMDukungMBG https://t.co/1fGqZgO3HN,13,";;;;;;;",1702232305266544640,0,0,0,0,in,,mbg,positive,,
1877606726712832438,2025-01-10 06:41:42,2025-01,@ayundhaqh Gizi anak-anak menjadi prioritas utama dalam setiap menu Makan Bergizi Gratis yang disediakan oleh pemerintahan Prabowo Untuk Anak Kita,20,"AniSuryaniri",1758312950383960064,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876197368812691562,2025-01-06 09:21:25,2025-01,Pelaksanaan Program Pemberian Makan Bergizi Gratis Dilakukan Bertahap di Kabupaten Bogor  https://t.co/nLqpca04XK,12,"inilahkoran_id",243040577,1,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877057307948834995,2025-01-08 18:18:30,2025-01,"UMKM join makan bergizi gratis, bikin semangat hidup sehat naik #UMKMDukungMBG",11,"irfan_rizkyy",1696811156801994752,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1880071770994274454,2025-01-17 01:56:54,2025-01,@yunienurhayati Kan ada program makan bergizi gratis,7,"udapinto_",456016525,0,0,1,0,in,,makan_bergizi_gratis,neutral,,
1877603785272332329,2025-01-10 06:30:01,2025-01,Rasakan manfaat dari Makan Bergizi Gratis yang tersedia setiap hari. Untuk Anak Kita,13,"MawaridAnang_",1654377575580594176,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877603781657112939,2025-01-10 06:30:00,2025-01,"Melalui Makan Bergizi Gratis, pemerintah menegaskan keseriusannya dalam memenuhi kebutuhan gizi generasi emas di Indonesia.

Untuk Anak Kita",18,"sarifkasimmm",1665643366632288256,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877250729854763166,2025-01-09 07:07:06,2025-01,"Infoo gais, Makan Bergizi Gratis bertujuan bagi mengadakan makanan sehat dan bergizi kepada yang membutuhkan, terutama anak-anak sekolah

Wujudkan Mimpi Kita",21,"keprinaa12",1406103297778360323,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877603784269910278,2025-01-10 06:30:01,2025-01,Visi program Makan Bergizi Gratis adalah memberikan akses pangan bergizi yang merata untuk menciptakan generasi muda yang sehat dan cerdas. Untuk Anak Kita,23,"almahidda",1483422875986317314,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877616175833612441,2025-01-10 07:19:15,2025-01,"@Gribyzz Nutrisi yang baik bukan hanya mendukung kesehatan fisik, tetapi juga mempengaruhi kecerdasan. Penerus bangsa yang Makan Bergizi Gratis akan menjadi pemimpin yang mampu membawa negara ke tingkat yang lebih tinggi.

Untuk Anak Kita",34,"prayogonog",1641624749959974912,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877603784018284824,2025-01-10 06:30:00,2025-01,"Masyarakat merasa dihargai dengan adanya program Makan Bergizi Gratis yang menjamin makanan sehat untuk semua.
Untuk Anak Kita https://t.co/uNJ3obg4Vx",19,"Renii_Nuri",1474672525233700865,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876192638925516934,2025-01-06 09:02:37,2025-01,"Danrem 071 Wijayakusuma Launching Perdana Program MBG Di Kabupaten Pemalang
https://t.co/fjdTJeY1LZ
China",12,"puji2024",1613346253521432576,0,0,0,0,in,,mbg,neutral,,
1879102598642598278,2025-01-14 09:45:46,2025-01,Pemerintah Buka Opsi Menambah Anggaran Program Makan Bergizi Gratis https://t.co/CjhdnsUFnM,10,"e100ss",848614550,1,0,0,0,in,,makan_bergizi_gratis,neutral,,
1876783613682847995,2025-01-08 00:10:57,2025-01,"Program Makan Bergizi Gratis atau MBG jika diprioritaskan kepada penerima yang masuk kategori warga miskin, target dan tujuan program ini dapat lebih berhasil. #Opini #AdadiKompas 

 https://t.co/xpzYHtQrcq",26,"KompasData",771030588,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876907623678980596,2025-01-08 08:23:43,2025-01,Polantas Kawal Distribusi Makan Bergizi Gratis https://t.co/65eoqE0wNA https://t.co/Ib4I2pkml3,8,"waspadadotid",1771930874235478016,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1879410198412210489,2025-01-15 06:08:03,2025-01,"TNI Dilibatkan Makan Bergizi Gratis, YLBHI: Kalau Bukan Tupoksinya Jangan Ditarik Mengelola MBG https://t.co/YcLL2sviYC",14,"Opiniku95098012",1645282016706064384,3,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877606388006007161,2025-01-10 06:40:21,2025-01,"@KaliaRisna Siswa yang mendapatkan Makan Bergizi Gratis di sekolah akan memiliki daya tahan tubuh yang lebih kuat, mengurangi absensi akibat sakit.

Untuk Anak Kita",24,"IsyahRaniyh_",1848544257432555521,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877373301519167498,2025-01-09 15:14:09,2025-01,"@eter_AlHayyin @NazarRizky17 @JhonSitorus_18 Makanyaa, gue beneri otak lu
Itu emang program makan bergizi gratis program pemerintah Pak prabowo, trs ada kekurangan di makanan nya kan beliau gk tw
Trs elu dengan pemkiran yg dangkal elu pcya aja omongan si @JhonSitorus_18",40,"NantaMudasetia1",1623966241131204610,0,0,1,0,in,,makan_bergizi_gratis,negative,,
1877603783770874268,2025-01-10 06:30:00,2025-01,"acara Makan Bergizi Gratis tujuan untuk memberikan masakan sehat dan bergizi kepada yang membutuhkan, anak-anak sekolah diutamakan 

Untuk Anak Kita https://t.co/VVrwPcPkB6",21,"AprilLia_i6",1479014581552910337,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877236080891535608,2025-01-09 06:08:53,2025-01,"kegiatan Makan Bergizi Gratis tujuannya untuk menyediakan makanan sehat dan yg bergizi kepada yang membutuhkan, fokusnya anak-anak sekolah

Wujudkan Mimpi Kita",21,"Arianini31",1479705740700880903,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1879458019798638742,2025-01-15 09:18:05,2025-01,"kalian sadar nggak, kalau penamaan ""Gratis"" pada program Makan Bergizi Gratis adalah penghinaan yang amat besar? pemerintah wajib menjamin kesejahteraan rakyatnya, kenapa harus dilabeli dengan kata GRATIS? itu hak kami, kenapa harus permalukan kami dulu untuk itu??",37,"kookmineyours",1645809917352361986,4,0,2,0,in,,makan_bergizi_gratis,negative,,
1876556962592326087,2025-01-07 09:10:19,2025-01,"@KemensetnegRI Dengan makanan bergizi, siswa lebih fokus dan produktif di kelas.
Makan Bergizi Gratis",14,"AzzahraElo1",1826882889482731521,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1883774007088161194,2025-01-27 07:08:16,2025-01,"Supaya Lahan biaa dimanfaatkan efektif, dan anak2 bisa diberi makan bergizi gratis, mengapa ga dicoba spt yang terjadi di Amerika, mengolah daging manusia atau mayat, jadi jenasah ga perlu dikubur 

Dan lezat loh, berprotein tinggi, apalagi kalau dihidangkan bersama bakwan https://t.co/6JEzzv6Qb8",41,"WeKa_Ronin",1383295518374121475,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1884544224210583588,2025-01-29 10:08:50,2025-01,"Program Makan Bergizi Gratis telah membawa perubahan positif bagi masyarakat. Mari kita terus dukung inisiatif ini untuk masa depan yang lebih baik!

#IndonesiaEmas #PresidenPrabowo #MakanBergiziGratis #bergizigratis #cegahstunting #Gizi #ProgramGiziNasional  #beritaViral https://t.co/e4sUjtnH29",31,"MediaNusan013",1752875492750106624,1,0,0,0,in,,makan_bergizi_gratis,positive,,
1878750177168953474,2025-01-13 10:25:22,2025-01,"Ketua DPRD Provinsi DKI Jakarta, Khoirudin mendukung upaya Dinas LH DKI Jakarta dalam mengelola food waste atau sampah organik dalam pelaksanaan program Makan Bergizi Gratis (MBG).

#BacadiBJ
#beritajakarta
#dkijakarta
#JAKI
#WeLoveJakarta

https://t.co/CPlDqBnlUu",32,"BeritaJakarta",213204035,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877603783502606563,2025-01-10 06:30:00,2025-01,"Makan Bergizi Gratis adalah program untuk pemenuhan gizi bagi Anak Generasi Emas Indonesia.

Untuk Anak Kita https://t.co/n9Vh0pXDYQ",17,"Hermaliaher",1729722690762887168,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1883130681330700341,2025-01-25 12:31:55,2025-01,"PLN sebagai BUMN terus mendukung penuh program Makan Bergizi Gratis (MBG) dari Pemerintah ini dengan memastikan pasokan listrik andal di 238 titik Satuan Pelayanan Pemenuhan Gizi (SPPG) di 31 provinsi. y #Swasembadaenergi
#AstaCitaPemerintah https://t.co/HTLZ4vfxPl",34,"plnup3sofifi",1242723432074063872,0,0,1,0,in,,makan_bergizi_gratis,neutral,,
1885326839222329799,2025-01-31 13:58:40,2025-01,"@Jayabay19479190 Masih kalah sama Makan Bergizi Gratis, menyasar anak sekolah se indonesia, nyogok pemilih dibiayai APBN.",16,"Penandur",91225455,0,0,0,0,in,,makan_bergizi_gratis,negative,,
1877152177510080528,2025-01-09 00:35:29,2025-01,"Gerakan makan bergizi gratis, biar semua bisa sehat tanpa ribet #UMKMDukungMBG",11,"salsabila_ranni",1597899165719150592,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1878066408682324025,2025-01-11 13:08:19,2025-01,@Mdy_Asmara1701 Solusinya malah MAKAN BERGIZI GRATIS gitu kan ya?,9,"_AnommonA",1038862836,0,0,0,0,in,,makan_bergizi_gratis,negative,,
1879850105244930216,2025-01-16 11:16:05,2025-01,"@PelatihT1dur Betul, ada juga yg ""sarungan"" misal kasih saran makan bergizi gratis pke duid zakat.🤭

Emang agak Laen elit² kita inih",21,"SangLangit01",466538179,0,0,1,0,in,,makan_bergizi_gratis,negative,,
1877603785398431936,2025-01-10 06:30:01,2025-01,"Dengan Makan Bergizi Gratis kebutuhan gizi anak terpenuhi untuk menciptakan generasi pemimpin masa depan
Untuk Anak Kita",17,"AlvinElvano",1549170602564808705,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1880604999816040873,2025-01-18 13:15:46,2025-01,"Dukung progam pemerintah melalui makan bergizi gratis. 
#PenuhiGiziIndonesia",8,"kupangviral_",1571825116090335234,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877022432030007714,2025-01-08 15:59:55,2025-01,Partner andalan UMKM? Ya MBG dong pastinya. #UMKMDukungMBG,8,"reza_febriann1",1613101058640973824,0,0,0,0,in,,mbg,positive,,
1877074547762958391,2025-01-08 19:27:01,2025-01,Output MBG justru malah menjadikan siswa takut mengungkapkan kebenaran ke publik dan sekaligus menjadikan siswa benci ke Pemerintah. 💀,19,"TheLawlessX",1363744041272107014,2,1,0,0,in,,mbg,negative,,
1883032614669517247,2025-01-25 06:02:15,2025-01,Makan bergizi gratis adalah program bagus klas dunia.kami apresiasi.jangan ragu keluarkan anggaran punya negara.ini amal besar dan kami yakin akan menjadi berkah untuk Indonesia.Insya Allah,25,"Donisetiyawana1",1560870618081685505,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1879338247702389137,2025-01-15 01:22:09,2025-01,"@Heraloebss Bikin erosi aja ni  orang ,  kita ini  jadi bertakon takon  yg  Tolol siapa sih  , ?
Woii i   , , , Makan Bergizi Gratis itu program wapres  Gibran  bukan  Agenda  Arisan ibu2  darma wanita",36,"Naver13",1619746474174332928,11,0,0,0,in,,makan_bergizi_gratis,negative,,
1876989624033116613,2025-01-08 13:49:33,2025-01,Makan siang gratis di Squid Game tampak enak dan bergizi 👀 https://t.co/fZvRwRO8tF,12,"journalin",24668342,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877603785033298401,2025-01-10 06:30:01,2025-01,"Sobat Perlu tau, Makan Bergizi Gratis,  Beri Dampak Nyata Bagi Gizi seimbang anak Bangsa 

Untuk Anak Kita",17,"yedi_ramdani",1541934901431500800,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1879158157915914599,2025-01-14 13:26:32,2025-01,"-- yang kondisi sosial ekonomi mayoritas masyarakatnya tergolong miskin atau rentan miskin, selain itu makan bergizi gratis juga perlu diimbangi dengan langkah-langkah lain seperti penambahan unit posyandu dan tenaga kesehatannya, serta memperbaiki kualitas sanitasi dan tanah.",36,"dimzsky_",1326879014150164483,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1884185465315811342,2025-01-28 10:23:16,2025-01,"Belalang mulai jadi sorotan sebagai alternatif protein dalam menu makan bergizi gratis.

Menurut penelitian, belalang punya manfaat luar biasa, dari meningkatkan kualitas tidur hingga memperbaiki pertumbuhan rambut! 

Tapi, apakah benar ini bisa jadi solusi pangan masa depan? https://t.co/QgvlqWxw1I",38,"SINDOnews",231355136,0,0,0,1,in,,makan_bergizi_gratis,positive,,
1883337737547510121,2025-01-26 02:14:42,2025-01,"Sorry boss,tuk eksperimen Makan Bergizi Gratis bisa diberikan dulu ke Jan Etes putranya Wapres..Oke boss..@KemenkesRI @DPR_RI @Fraksi_Gerindra @alisyarief @Naz_lira @DrEvaChaniago @DokterTifa @vanc1Bozz @MichelAdam717 @AbiebSyah087021 @Andika860354 @ https://t.co/PifW1okW33",27,"Fatimah81819162",1579386608910237697,35,11,7,4,in,,makan_bergizi_gratis,neutral,,
1877176627517354491,2025-01-09 02:12:38,2025-01,"@prabowoisme Wujudkan Mimpi Kita

Apresiasi utk Makan Bergizi Gratis",9,"alda_humaira",1472022110201532420,0,0,0,0,in,,makan_bergizi_gratis,positive,,
187684314200923756,2025-01-08 04:07:29,2025-01,"My opinion: Daripada buang anggaran besar ke makan siang gratis yang belum tentu anak2 suka menunya dan jadi mubazir, mending harga sembako aja yg dimurahin, trus makan siang anak biar emaknya sendiri aja yg buatin (ngerti selera anak) + kasih edukasi tentang makanan bergizi",44,"AlfairaDafi",1560229852938047488,1,0,0,0,in,,makan_bergizi_gratis,positive,,
1877168916968927326,2025-01-09 01:42:00,2025-01,"@Syahdan_hbb Warga merasa bersyukur atas inisiatif makan bergizi gratis dari pemerintah.
Makan Bergizi Gratis",14,"Anitafitr",1549235572497330177,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877644206795284543,2025-01-10 09:10:38,2025-01,"@Zakiiyah_an Banyak orang merasa sangat terbantu dengan adanya Makan Bergizi Gratis, terutama saat masa sulit. Untuk Anak Kita",18,"AuroraRiidha_",1653639637771104257,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1877603782756118532,2025-01-10 06:30:00,2025-01,Program Makan Bergizi Gratis ke sekolah-sekolah di seluruh Indonesia bertujuan untuk memberikan dukungan penuh terhadap pendidikan anak-anak bangsa Untuk Anak Kita.,21,"AdiNugrohjo",1711725851568693248,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876863544777376216,2025-01-08 05:28:34,2025-01,Kandungan nutrisi pads makan bergizi gratis separate dengan apa,9,"cashflew",535375096,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877603782118261121,2025-01-10 06:30:00,2025-01,"Program Makan Bergizi Gratis berperan dalam mencegah stunting pada anak-anak di seluruh negeri.
Untuk Anak Kita https://t.co/kWVdtjmiUZ",17,"AlyaBalqisalya",1710646479541653504,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
187760378379596646,2025-01-10 06:30:00,2025-01,"Sis  Program Makan Bergizi Gratis adalah  tindakan  konkrit  pemerintah untuk memastikan   keperluan   gizi  anak-anak bangsa yang cukup.
Untuk Anak Kita",20,"Edwinprayoga19",1549334287115517952,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1883745097323511837,2025-01-27 05:13:24,2025-01,"Makanan bergizi untuk semua, tanpa terkecuali! Pemerintah Prabowo-Gibran hadirkan Program Makan Bergizi Gratis. #MakanBergiziGratis https://t.co/o1a7XNVard",15,"JokoWijaya68649",1836312547072577538,1,0,0,0,in,,makan_bergizi_gratis,positive,,
1877343071836451126,2025-01-09 13:14:02,2025-01,Buru buru mau mengawasi Makan Bergizi Gratis,7,"fazar11164",1839250193721733121,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877653774803866004,2025-01-10 09:48:39,2025-01,"@cuitcuap_ Kami percaya mudah-mudahan Makan Bergizi Gratis bisa menjadi langkah awal perubahan besar
Untuk Anak Kita",16,"dsa_rahmat",1715461227785457664,1,0,0,0,in,,makan_bergizi_gratis,positive,,
1876815870208438422,2025-01-08 02:19:07,2025-01,seru jg liat laporan foto2 makan bergizi gratis ini ya🤣,10,"milhamiqbal",70369845,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1879363199503585382,2025-01-15 03:01:18,2025-01,"@kompascom Cukup niih uang untuk talangan makan bergizi gratis di sekolah-sekolah di Jawa Timur untuk beberapa waktu.

Coba blusukan lagi ke rumah-rumah lainnya, barangkali menemukan hal yg sama.",28,"Big_Edik",1744804718654984192,9,1,0,0,in,,makan_bergizi_gratis,positive,,
1877603782164623665,2025-01-10 06:30:00,2025-01,Makan Bergizi Gratis kaya nutrisi membantu anak-anak berkembang sesuai dengan potensinya Untuk Anak Kita,14,"ArsevenWira",1474963233584734208,0,0,0,0,in,,makan_bergizi_gratis,positive,,
188246115795456039,2025-01-23 16:11:29,2025-01,"@Sitompoel3 @Dennysiregar7 @KPK_RI @psi_id Siapa blng PSI bungkam? Lihat di X, kader PSI selalu posting, memuji-muji kebijakan Prabowo, seperti Makan Bergizi Gratis yg membuat kenyang slrh pelajar di Indonesia. Dan menyebarkan keberhasilan survei pemerintahan Prabowo yg baru berjalan 3 bulan tp sdh mampu memakmurkan rkyt.",45,"Fr4nst",720655727816105984,0,0,2,0,in,,makan_bergizi_gratis,positive,,
1876830487693402244,2025-01-08 03:17:12,2025-01,"Belum Ada Info Pasti, Pemda DIY Belum Jalankan Program Makan Bergizi Gratis
https://t.co/mUZ7dkcrNc",13,"TuguJogja_id",541613750,1,0,0,0,in,,makan_bergizi_gratis,neutral,,
1876148272760541402,2025-01-06 06:06:20,2025-01,@mbombom18 @remukangendeng Kue mau di rasani bos mbg dee,9,"WildaAznaAwalin",1220191661017329665,0,0,2,0,in,,mbg,neutral,,
1876524229774180398,2025-01-07 07:00:15,2025-01,@KemensetnegRI Program makan bergizi gratis hadir untuk membantu masyarakat kurang mampu agar tetap sehat.,14,"oktaperda",1711328009893052416,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1877291512658031058,2025-01-09 09:49:09,2025-01,"Perlunya Makan Bergizi Gratis adalah untuk menciptakan ketahanan pangan yang lebih baik bagi keluarga miskin.

Wujudkan Mimpi Kita",18,"ahmadru146",1631216354161479681,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1882690352550990003,2025-01-24 07:22:13,2025-01,@JhonSitorus_18 Kalau mau cari2 alasa kenapa? mungkin krn gak kebagian makan bergizi gratis😁,13,"denkz99",3437537487,1,0,0,0,in,,makan_bergizi_gratis,negative,,
1876815364182433812,2025-01-08 02:17:07,2025-01,"Program Makan Bergizi Gratis diyakini dapat mengurangi angka stunting dan malnutrisi. 
#MakanBergizi 
#MakanBergiziGratis 
#makansianggratis 
#StarAcademy #PalisadesFire 
#HealthForAll #IndonesiaMaju https://t.co/H66eJ5GqbC",19,"Coffee2Talks",298641815,41,0,0,0,in,,makan_bergizi_gratis,positive,,
1876560266529493503,2025-01-07 09:23:27,2025-01,"@geeshaa Atuh kebangetan kalo 25k menu kayak gitu mah 😭😭😭

Tapi balik lagi soal makan bergizi gratis dengan menu kayak gitu teh gizinya di mana… implementasinya juga kacau pisan, ga merata, padahal udah pede bilang “serentak” cenah. Wajib diprotes justru biar rada niat.",43,"sisthaaaaa",61684120,0,0,1,0,in,,makan_bergizi_gratis,negative,,
187760378247087353,2025-01-10 06:30:00,2025-01,"Sis  Program Makan Bergizi Gratis adalah  gerakan  konkrit  pemerintah untuk  memenuhi  kebutuhan  tumbuh kembang  anak-anak bangsa yang cukup.

Untuk Anak Kita",21,"Azzam_mmm",1549916781732855808,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1883715990292422779,2025-01-27 03:17:44,2025-01,Lapor ke RT biar dapat makan bergizi gratis dari pemerintah nder...,11,"ZoneVenomWar",398798880,0,1,0,0,in,,makan_bergizi_gratis,neutral,,
