id_str,label,period_label,text_bert,pre_label,confidence,conversation_id_str,created_at,favorite_count,full_text,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_keyword
1876493637930127805,negative,Bulan_1,yang masih menganggur belum dapat kerja mungkin sudah ada yang berpikir untuk membuka usaha penampungan makanan sisa makan bergizi gratis bekerjasama dengan sekolah2 sasaran makan bergizi gratis yang jumlah muridnya banyak tentu ide yang bagus kalau diplaning matang bersama tim bisa menghasilkan pendapatan yang lumayan menjanjikan,positive,0.9418,1876493637930127805,2025-01-07T04:58:41.000Z,2,"Yg masih nganggur, blm dpt kerja, mungkin sdh ada yg berfikir untuk membuka usaha penampungan makanan sisa MBG bekerjasama dg sekolah2 sasaran MBG yg jumlah muridnya banyak

Tentu ide yg bagus

Klo diplaning matang bersama tim, bs menghasilkan pendapatan yg lumayan menjanjikan https://t.co/H9JJhpzzH8",https://pbs.twimg.com/media/GgqlA1KbgAAPbXh.jpg,,in,,1,2,0,https://x.com/WAHYU_UNIFORM/status/1876493637930127805,545264533,WAHYU_UNIFORM,mbg
1876495587996291465,neutral,Bulan_1,pj bupati bekasi dedy supriyadi bersama jajaran forkopimda meninjau langsung program makan bergizi gratis makan bergizi gratis bagi para peserta didik di sman 1 pebayuran yang telah dilaunching pemerintah pusat di kecamatan pebayuran pada senin 06 per 01 per 2025,neutral,0.9913,1876495587996291465,2025-01-07T05:06:26.000Z,0,"Pj Bupati Bekasi Dedy Supriyadi bersama jajaran Forkopimda meninjau langsung program makan bergizi gratis (MBG) bagi para peserta didik di SMAN 1 Pebayuran, yang telah dilaunching pemerintah pusat di Kecamatan Pebayuran pada Senin, (06/01/2025).

https://t.co/cKHIduThsm",,,in,,0,0,0,https://x.com/heralddotID/status/1876495587996291465,1698580133068865536,heralddotID,mbg
1876556962592326087,positive,Bulan_1,dengan makanan bergizi siswa lebih fokus dan produktif di kelas makan bergizi gratis,positive,0.9858,1876192314647072768,2025-01-07T09:10:19.000Z,0,"@KemensetnegRI Dengan makanan bergizi, siswa lebih fokus dan produktif di kelas.
Makan Bergizi Gratis",,KemensetnegRI,in,,0,0,0,https://x.com/AzzahraElo1/status/1876556962592326087,1826882889482731521,AzzahraElo1,makan_bergizi_gratis
1876569468387967334,neutral,Bulan_1,menteri koperasi budi arie setiadi menegaskan bahwa bahan pokok program makan bergizi gratis nasi kari diambil dari para pengusaha petani dan peternak lokal padi lebih dari lebih dari,neutral,0.9934,1876569468387967334,2025-01-07T10:00:00.000Z,0,"Menteri Koperasi, Budi Arie Setiadi, menegaskan bahwa bahan pokok program MBG 🍛 diambil dari para pengusaha, petani, dan peternak lokal. 🐄🌾
⁣
&gt;&gt; https://t.co/YiTx20qLfG
⁣
#MakanGratis #BudiArie #MBG #Menkop #Kemenkop #Koperasi #Impor #Lokal https://t.co/xoKrKOAJEs",https://pbs.twimg.com/media/GgoPpeZaAAA09dQ.jpg,,in,,0,0,0,https://x.com/detikfinance/status/1876569468387967334,135795460,detikfinance,mbg
1876575700213526961,negative,Bulan_1,sing isih saya pikirke sekolah2 di daerah terpencil yang akses ke sekolahnya saja kadang butuh perjuangan itu kepiye cara program makan bergizi gratis nya biar bisa sampai saya masih memilih prioritaskan kesejahteraan guru pembangunan fasilitas pendidikan sampai akses publik di pedesaan,negative,0.7458,1876462786953498993,2025-01-07T10:24:46.000Z,0,"@addtaufiq @dobelden Sing isih aku pikirke, sekolah2 di daerah terpencil yg akses ke sekolahnya saja kadang butuh perjuangan. Itu kepiye cara program MBG nya biar bisa sampai.
Aku masih milih prioritaskan kesejahteraan guru, pembangunan fasilitas pendidikan &amp; akses publik di pedesaan.",,addtaufiq,in,,0,1,0,https://x.com/Achonk_Amr2/status/1876575700213526961,1412552248035463172,Achonk_Amr2,mbg
1876579575909724264,neutral,Bulan_1,tinjau pelaksanaan program makan bergizi gratis di tangerang selatan ini yang disampaikan wali kota tangsel benyamin davnie,neutral,0.9823,1876579575909724264,2025-01-07T10:40:10.000Z,0,"Tinjau Pelaksanaan Program MBG di Tangerang Selatan, Ini yang Disampaikan Wali Kota Tangsel Benyamin Davnie https://t.co/sdXxMIaRiO",,,in,,0,0,0,https://x.com/KabarBanten72/status/1876579575909724264,775598663024259072,KabarBanten72,mbg
1876580927796916465,negative,Bulan_1,program makan bergizi gratis itu seharusnya pendekatannya kualitas bukan kuantitas karena kualitas maka 1 titik lokasi program harus dipilih yang paling rentan 2 tetapkan target akg anggaran mengikuti target akg bukan akg menyesuaikan anggaran 3 pasti ada limitasi penerima program 4 bertahap,positive,0.4519,1876580927796916465,2025-01-07T10:45:33.000Z,7,"program MBG itu seharusnya pendekatannya kualitas bukan kuantitas

Krn kualitas maka : 

1. Titik lokasi programnya hrs dipilih yang paling rentan
2. Tetapkan target AKG, budget mengikuti Target AKG, bukan AKG menyesuaikan budget
3. Pasti ada limitasi penerima program
4. Bertahap",,,in,,0,0,1,https://x.com/giIangmahesa/status/1876580927796916465,29385415,giIangmahesa,mbg
1876582913011319232,negative,Bulan_1,kalau mau pencegahan stunting tuh ya benerin ran pastinya perluas jangkauan bantuan untuk keluarga berisiko stunting krs benerin kebijakannya biar tidak tumpang tindih optimalkan puskesmas puskesdes dan posyandu maksimalkan ke krs bukan malah makan bergizi gratis tertawa,neutral,0.3771,1876582908305277410,2025-01-07T10:53:26.000Z,0,"kalo mau pencegahan stunting tuh ya benerin ran pastinya, perluas jangkauan bantuan untuk keluarga berisiko stunting (KRS). benerin kebijakannya biar ga tumpang tindih, optimalkan puskesmas puskesdes dan posyandu. maksimalkan ke KRS. bukan malah MBG😂",,haxtred,in,,0,1,0,https://x.com/haxtred/status/1876582913011319232,764722983491567616,haxtred,mbg
1876591280148595023,negative,Bulan_1,makan bergizi gratis di gunungkidul terkendala anggaran dan infrastruktur,neutral,0.957,1876591280148595023,2025-01-07T11:26:41.000Z,2,"MBG di Gunungkidul Terkendala Anggaran dan Infrastruktur https://t.co/6VSV3wGbyr
#inamedia
#inaTV",,,in,,0,0,0,https://x.com/inamedia/status/1876591280148595023,240567920,inamedia,mbg
1876644845886001513,negative,Bulan_1,di jakarta menunya ada ayam pulau jawa lebih istimewa luar jawa tempe buncis dan di papua belum mulai makan bergizi gratis padahal anak-anak papua itu banyak yang badan anaknya tinggal tulang busung lapar stunting prabowo gerindra,negative,0.8046,1876644845886001513,2025-01-07T14:59:32.000Z,0,"Di Jakarta menunya ada ayam pulau Jawa lbh istimewa, luar Jawa tempe buncis. Dan di Papua blm mulai MBG pdhal anak2 Papua itu byk yg badan anaknya tinggal tulang busung lapar stunting, @Dandhy_Laksono @prabowo @Gerindra @NOTASLIMBOY @chicohakim
https://t.co/bAGtIkYNh5",,,in,,0,0,0,https://x.com/erlichan85/status/1876644845886001513,1642389514768494596,erlichan85,mbg
1876663144992669937,negative,Bulan_1,ide gila seperti begini mending di stop prabowo bikin onar saja orang lagi percaya diri sensi gara gara bapok mahal pekerjaan tidak ada dagang anyep marah pejabat negara pesta pora korupsi dari progam gila ini makan bergizi gratis penting,negative,0.9992,1876598223361671557,2025-01-07T16:12:15.000Z,0,"@tempodotco Ide gila kek gini mending di setop @prabowo bikin onar saja, orang lagi pd sensi gegara bapok mahal kerjaan ga ada dagang anyep 😡🟥

E e e Pejabat negara pesta pora korupsi dr progam gila ini MBG ‼️",,tempodotco,in,,0,0,0,https://x.com/SiOtakDungu/status/1876663144992669937,1543279511642734593,SiOtakDungu,mbg
1876679210611487109,neutral,Bulan_1,menteri koperasi menkop budi arie setiadi mengungkapkan sebanyak 1 332 koperasi ikut memasok bahan bahan untuk program makan bergizi gratis makan bergizi gratis budi arie menuturkan program ini dapat dilakukan dengan kerjasama dengan semua pihak,neutral,0.9967,1876679210611487109,2025-01-07T17:16:05.000Z,1,Menteri Koperasi (Menkop) Budi Arie Setiadi mengungkapkan sebanyak 1.332 Koperasi ikut memasok bahan-bahan untuk program makan bergizi gratis (MBG). Budi Arie menuturkan program ini dapat dilakukan dengan kerjasama dengan semua pihak. https://t.co/17YLwOqxDQ,https://pbs.twimg.com/media/GgtNyiHbkAA5130.jpg,,in,,0,0,0,https://x.com/kernlaylaa/status/1876679210611487109,1858215013384912896,kernlaylaa,mbg
1876709152904577349,negative,Bulan_1,sebagai mahasiswa gizi kemarin sore can tell that program makan bergizi gratis makan bergizi gratis itu tidak jelas dan tidak terarah here why utas berbasis ilmu bukan yang penting bersyukur,negative,0.9945,1876709152904577349,2025-01-07T19:15:04.000Z,25,"sebagai mahasiswa gizi kemarin sore, i can tell that program makan bergizi gratis (MBG) itu ga jelas dan ga terarah,
here’s why:

(a thread berbasis ilmu, bukan ‘yang penting bersyukur’)",,,in,,0,2,8,https://x.com/wawaT_T/status/1876709152904577349,1634208850760044544,wawaT_T,mbg
1876709180221866300,negative,Bulan_1,4 flavour masih perihal 4 principal quality factors ini food lidah pasti beda beda penilaiannya tapi sejauh ini saya lihat pada kurang puas sana rasa makan bergizi gratis bahkan ada yang bilang bau tolong makanan bergizi bukan berarti tidak enak makanan bergizi juga butuh btp biar enak,negative,0.5561,1876709152904577349,2025-01-07T19:15:10.000Z,0,"4. flavour

masih perihal 4 principal QUALITY factors in food. lidah pasti beda beda penilaiannya, tp sejauh ini aku lihat pada kurang puas sana rasa MBG, bahkan ada yang bilang bau. tolong.. makanan bergizi bukan berarti ga enak.. makanan bergizi juga butuh BTP.. biar enak..",,wawaT_T,in,,0,1,0,https://x.com/wawaT_T/status/1876709180221866300,1634208850760044544,wawaT_T,mbg
1876773029469896734,negative,Bulan_1,hari pertama makan bergizi gratis masih dimakan oleh anak hari ke delapan sudah dikasih ke kucing ayam dll jadi yang sehat ya binatang2 itu tertawa,positive,0.9621,1876580790559257050,2025-01-07T23:28:53.000Z,0,"@KompasTV Hari pertama: MBG masih dimakan oleh anak

Hari ke delapan: udah dikasih ke kucing, ayam, dll

Jadi yg sehat ya binatang2 itu 🤣",,KompasTV,in,,0,0,0,https://x.com/barus_euni82054/status/1876773029469896734,1734276459425079296,barus_euni82054,mbg
1876778947234373945,negative,Bulan_1,prabowo rp 10 ribu menu nya sudah terlihat mana bisa perbaiki gizi anak bangsa itu belum termasuk susu ruwet amat negara pakai saja sistem bos untuk menyalurkan makan bergizi gratis langsung kepada siswa nya masak dirumah menu mengikuti selera anak,negative,0.9588,1876495983221322071,2025-01-07T23:52:24.000Z,2,@budimandjatmiko @prabowo Rp.10 Rb menu nya sudah terlihat. Mana bisa perbaiki gizi anak bangsa. Itu belum termasuk Susu. Ruwet amat negara. Pakai aja sistem BOS utk menyalurkan MBG langsung kepada siswa nya. Masak dirumah. Menu mengikuti selera Anak.,,budimandjatmiko,in,,0,0,0,https://x.com/Indonesiaguyub/status/1876778947234373945,268687443,Indonesiaguyub,mbg
1876794200563261930,positive,Bulan_1,kayaknya tergantung penyedia tidak sih seperti di kota semarang nih memang orangnya kritis abiesss sok jangan sampai program makan bergizi gratis ini jadi bulan2 an warga jadi ya dibuat sebagus mungkinn,negative,0.6043,1876604013447356669,2025-01-08T00:53:01.000Z,2,@R17P2 @AirinDatangLagi Kayaknya tergantung vendor gak sih? Kek di kota semarang nih emang orangnya kritis abiesss… so jangan sampek program MBG ini jadi bulan2an warga. Jadi ya dibuat sebagus mungkinn,,R17P2,in,,0,1,0,https://x.com/sahabatiii/status/1876794200563261930,459909741,sahabatiii,mbg
1876794992657641708,negative,Bulan_1,anak kecil sekarang bukan di level yang ditakut takutin sama pulici lagi tapi makan bergizi gratis tertawa tertawa tertawa,positive,0.9894,1876794992657641708,2025-01-08T00:56:10.000Z,0,bocil skrg bukan di level yg ditakut-takutin sm pulici lagi tapi MBG 🤣🤣🤣,,,in,,0,0,0,https://x.com/ladilacious/status/1876794992657641708,186695095,ladilacious,mbg
1876809912279244894,negative,Bulan_1,prabowo goal nya kan makan bergizi gratis jadi kalau tidak jalan mau taruh dimana muka alhasil,negative,0.8463,1876559002588545234,2025-01-08T01:55:27.000Z,0,"@BANGSAygSUJUD @prabowo @hasanudinsajid @satriamadang88 @YoYoAyo17845 @99propaganda @Alie_Fahnoor @are_inismyname @florieliciouss @Immeycan @Kimberley_PS08 @Ndons_Back Goal nya kan MBG, jd kalo gk jalan mau taruh dimana muka.. Alhasil",,BANGSAygSUJUD,in,,0,0,0,https://x.com/JenieDegea/status/1876809912279244894,1745117308627058689,JenieDegea,mbg
1876814705349611996,negative,Bulan_1,konfirmasi namanya orang bebas komentar enggak ada kepastian kebenarannya jadi lebih baik konfirmasi daripada sesat bukan kaum pendukung makan bergizi gratis,negative,0.9882,1876189203828179070,2025-01-08T02:14:29.000Z,7,"@enfpgurlz @tempatbacaan @Marthadevireal_ @Ballooonnn26 @barengwarga konfirmasi, namanya orang bebas komentar gaada kepastian kebenarannya. jadi lebih baik konfirmasi daripada sesat. bukan kaum pendukung MBG.",,enfpgurlz,in,,0,0,0,https://x.com/roriimm/status/1876814705349611996,1438725746755706881,roriimm,mbg
1876834438463791412,neutral,Bulan_1,pemerintah mulai melakukan evaluasi terkait implementasi program makan bergizi gratis makan bergizi gratis pemenuhan atau pemilihan menu hingga jam pengantaran jadi fokus evaluasi saat ini juru bicara kantor komunikasi kepresidenan adita irawati mengungkapkan sejak hari pertama sudah ada,neutral,0.9968,1876834438463791412,2025-01-08T03:32:54.000Z,1,"Pemerintah mulai melakukan evaluasi terkait implementasi program makan bergizi gratis (MBG). Pemenuhan atau pemilihan menu hingga jam pengantaran jadi fokus evaluasi saat ini.
Juru Bicara Kantor Komunikasi Kepresidenan Adita Irawati mengungkapkan, sejak hari pertama, sudah ada https://t.co/xDN9YlL2so",https://pbs.twimg.com/media/Ggva-C7awAALmL9.jpg,,in,,1,0,0,https://x.com/jawapos/status/1876834438463791412,2392460208,jawapos,mbg
1876854778866573371,negative,Bulan_1,di anambas program makan bergizi gratis belum bisa berjalan disdikpora menjelaskan penundaan ini disebabkan beberapa hal,neutral,0.9982,1876854778866573371,2025-01-08T04:53:44.000Z,0,"Di Anambas, program Makan Bergizi Gratis belum bisa berjalan. Disdikpora menjelaskan penundaan ini disebabkan beberapa hal. https://t.co/6Dn1CEwRhN",,,in,,0,0,0,https://x.com/gokepri/status/1876854778866573371,1291204198244073473,gokepri,makan_bergizi_gratis
1876855181452685509,positive,Bulan_1,kepikiran ada berapa banyak anak-anak yang senang dapat makan bergizi gratis ini ya allah semoga rezeki untuk kalian yang memang kekurangan dan tidak bisa sarapan di rumah semangat dan harapan itu will be lebih baik dan lebih baik,positive,0.9918,1876855181452685509,2025-01-08T04:55:20.000Z,1,"Kepikiran ada berapa banyak anak2 yg seneng dapet makan bergizi gratis ini  
Yaa Allah semoga rezeki utk kalian yg emang kekurangan dan ga bisa sarapan di rumah 🤗
Semangat dan hope it will be better and better",,,in,,1,0,1,https://x.com/Farariram/status/1876855181452685509,34603133,Farariram,makan_bergizi_gratis
1876855291804897772,positive,Bulan_1,macam macam makan bergizi gratis sikattt,neutral,0.5937,1876855291804897772,2025-01-08T04:55:46.000Z,0,"MACAM MACAM MBG?

Sikattt https://t.co/aIJeOkdKOI",https://pbs.twimg.com/media/Ggvt70xaYAAeZoG.jpg,,in,,0,0,1,https://x.com/AcoyBk/status/1876855291804897772,1359071931153018881,AcoyBk,mbg
1876865030550958254,positive,Bulan_1,lalu dibantu dengan makan bergizi gratis tapi pendengung lowbat tetap menjatuhkan program,negative,0.8816,1876821144818389242,2025-01-08T05:34:28.000Z,0,@arillavarendra @Franken_blues Lalu dibantu dgn MBG...tp buzzer lowbat tetap menjatuhkan programnya...,,arillavarendra,in,,0,1,0,https://x.com/BeBuzzerNKRI/status/1876865030550958254,998800626816499712,BeBuzzerNKRI,mbg
1876866617449078857,negative,Bulan_1,memang tidak bisa kerja ada kantor pemberdayaan masyarakat tapi tidak fungsi kan mestinya bisa penduduk lokal yang tanahnya ada lahan rumput diberdayakan pelihara sapi susunya dikelola swadaya untuk suplai program makan bergizi gratis didemplot setempat simbiosis mutualisme memang kamu yang tidak bisa kerja,positive,0.9463,1876774299383562421,2025-01-08T05:40:46.000Z,0,"@DS_yantie Emang gak bisa kerja, ada kantor pemberdayaan masyarakat tp gak fungsi, kan mestinya bisa penduduk lokal yg tanahnya ada lahan rumput diberdayakan pelihara sapi, susunya dikelola swadaya utk suplai program MBG didemplot setempat simbiosis mutualisme. Emang lu yg gak bisa kerja.",,DS_yantie,in,,0,0,0,https://x.com/RintoArdi6/status/1876866617449078857,1629064386743762945,RintoArdi6,mbg
1876867278576214381,negative,Bulan_1,makan bergizi gratis nya gagal,negative,0.9876,1876826165895426114,2025-01-08T05:43:24.000Z,1,"@ARSIPAJA MBG, G nya : GAGAL",,ARSIPAJA,in,,0,0,1,https://x.com/fariedza/status/1876867278576214381,43850892,fariedza,mbg
1876887773971456436,negative,Bulan_1,cukuplah makan bergizi gratis nya mak,positive,0.9419,1876847850576867487,2025-01-08T07:04:50.000Z,1,@KaredokLeunca__ @neVerAl0nely Cukuplah MBG nya Mak.,,KaredokLeunca__,in,,0,1,0,https://x.com/NandaAdrias/status/1876887773971456436,737582457797545984,NandaAdrias,mbg
1876923298577367057,neutral,Bulan_1,pemerintah provinsi jateng gelontorkan rp 67 13 miliar untuk pendampingan program makan bergizi gratis,neutral,0.9986,1876923298577367057,2025-01-08T09:26:00.000Z,0,"Pemprov Jateng Gelontorkan Rp 67,13 Miliar untuk Pendampingan Program MBG  -  https://t.co/yDgsJV1lCc https://t.co/P3aEafIlBj",https://pbs.twimg.com/media/Ggwryu7bAAEOV5p.jpg,,in,,0,0,0,https://x.com/JatengPos/status/1876923298577367057,596453732,JatengPos,mbg
1876925780602552799,neutral,Bulan_1,program makan bergizi gratis makan bergizi gratis akan dilaksanakan pemerintah mulai hari ini senin 6 per 1 per 2025,neutral,0.9971,1876925778333507983,2025-01-08T09:35:52.000Z,0,"Program Makan Bergizi Gratis (MBG) akan dilaksanakan pemerintah mulai
hari ini, Senin (6/1/2025). #makanbergizigratis",,KelilingDokter,in,,0,1,0,https://x.com/KelilingDokter/status/1876925780602552799,1585179428174594049,KelilingDokter,makan_bergizi_gratis
