id_str,created_at,period,full_text,text_bert,bert_word_count,label,label_roberta,confidence_roberta,annotator_notes,username,source_keyword,lang
1876117876358390094,2025-01-06 04:05:32+00:00,2025-01,MBG di SDN Rawa Kompeni Tangerang Pakai Menu di Pesawat https://t.co/WVxtkIG2CQ,makan bergizi gratis di sekolah dasar negeri rawa kompeni tangerang pakai menu di pesawat,14,neutral,neutral,0.9906,,IDNTimesBanten,mbg,in
1876118698559422927,2025-01-06 04:08:48+00:00,2025-01,"Badan Gizi Nasional (BGN) resmi memulai Program Makan Bergizi Gratis (MBG) per hari ini, Senin (6/1/2025) dengan paket senilai Rp10.000 per anak.

Lalu Muhammad Iwan Mahardan Kepala Biro Hukum dan Hubungan Masyarakat (Humas) BGN RI di Jakarta, Senin, menyampaikan bahwa prioritas https://t.co/CIn9ffSUxI","badan gizi nasional resmi memulai program makan bergizi gratis per hari ini, senin dengan paket senilai rp 10000 per anak... lalu muhammad iwan mahardan kepala biro hukum dan hubungan masyarakat humas badan gizi nasional republik indonesia di jakarta, senin, menyampaikan bahwa prioritas",42,neutral,neutral,0.9944,,e100ss,mbg,in
1876121253771460847,2025-01-06 04:18:58+00:00,2025-01,"Wakil Menteri Sosial (Wamensos) Agus Jabo mengunjungi SD Barunawati II, Slipi Jakarta. Wamensos mengecek langsung pelaksanaan program Makan Bergizi Gratis (MBG) yang serentak dimulai hari ini.

#LiputanSonora via @SaortuaMarbun https://t.co/KxN7dLefmq","wakil menteri sosial wakil menteri sosial agus jabodetabek mengunjungi sd barunawati ii, slipi jakarta. wakil menteri sosial mengecek langsung pelaksanaan program makan bergizi gratis yang serentak dimulai hari ini... via",30,neutral,neutral,0.998,,SonoraFM92,mbg,in
1876128830689296401,2025-01-06 04:49:04+00:00,2025-01,"Target penerima MBG tahun 2025 adalah 19,47 juta jiwa. Di tahun 2029, program ini ditargetkan mencapai 82,9 juta penerima. Selain gratis, menu yang disajikan juga sesuai dengan angka kecukupan gizi (AKG).

Gimana menurut kamu?

#makanbergizigratis #mbg #makangratis","target penerima makan bergizi gratis tahun 2025 adalah 19,47 juta jiwa. di tahun 2029, program ini ditargetkan mencapai 82,9 juta penerima. selain gratis, menu yang disajikan juga sesuai dengan angka kecukupan gizi angka kecukupan gizi... bagaimana menurut kamu?.. makan bergizi gratis",41,positive,positive,0.9486,,lensaRTV,mbg,in
1876129951621259471,2025-01-06 04:53:31+00:00,2025-01,"MBG di Tangerang, Ada yang Lahap dan Ada yang Enggan Makan https://t.co/GyXg12EzpE","makan bergizi gratis di tangerang, ada yang lahap dan ada yang enggan makan",13,neutral,positive,0.9879,,IDNTimesBanten,mbg,in
1876142523842015331,2025-01-06 05:43:29+00:00,2025-01,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengungkapkan, ada 900 lebih titik yang bakal mendapatkan realisasi program MBG pekan depan. #makanbergizigratis","kepala badan gizi nasional dadan hindayana mengungkapkan, ada 900 lebih titik yang bakal mendapatkan realisasi program makan bergizi gratis pekan depan. makan bergizi gratis",24,neutral,neutral,0.987,,tono14045,mbg,in
1876142782945120591,2025-01-06 05:44:31+00:00,2025-01,"Kementerian Koperasi menyiapkan 1.923 koperasi di 29 provinsi untuk mendukung implementasi program Makan Bergizi Gratis (MBG). 

#KoperasiBergizi #MBG #PanganSehat https://t.co/6SbDO5SaiY",kementerian koperasi menyiapkan 1923 koperasi di 29 provinsi untuk mendukung implementasi program makan bergizi gratis... makan bergizi gratis,18,positive,neutral,0.9977,,Faktacom_,mbg,in
1876154964051173470,2025-01-06 06:32:55+00:00,2025-01,Program Makan Bergizi Gratis (MBG) siap dimulai di 190 titik yang tersebar di 26 provinsi di Indonesia pada Senin (6/1/2025).,program makan bergizi gratis siap dimulai di 190 titik yang tersebar di 26 provinsi di indonesia pada senin.,18,neutral,neutral,0.9835,,SitiSumiran,mbg,in
1876154968190885931,2025-01-06 06:32:56+00:00,2025-01,"Kita bersyukur, tidak menunggu 100 hari atau tepat hari ke-78 Bapak Prabowo menjadi presiden, program MBG dimulai.","kita bersyukur, tidak menunggu 100 hari atau tepat hari ke 78 bapak prabowo menjadi presiden, program makan bergizi gratis dimulai.",20,positive,positive,0.9911,,SitiSumiran,mbg,in
1876154996313727321,2025-01-06 06:33:03+00:00,2025-01,"Geliat perekonomian lokal dipastikan secara signifikan bergerak ke arah lebih baik, sebab program MBG melibatkan para petani, peternak, dan UMKM setempat.","geliat perekonomian lokal dipastikan secara signifikan bergerak ke arah lebih baik, sebab program makan bergizi gratis melibatkan para petani, peternak, dan usaha mikro kecil menengah setempat.",26,positive,positive,0.81,,SitiSumiran,mbg,in
1876170355813032136,2025-01-06 07:34:05+00:00,2025-01,"Dapur MBG Terapkan SOP Ketat, Pastikan Makanan Bergizi Gratis untuk 3.000 Siswa per Hari

#MakanBergiziGratis #pemerintah
https://t.co/hvAnVM1pqu","dapur makan bergizi gratis terapkan sop ketat, pastikan makanan bergizi gratis untuk 3000 siswa per hari.. makan bergizi gratis pemerintah.",20,positive,positive,0.8486,,radarsumbarcom,mbg,in
1876170756570108088,2025-01-06 07:35:40+00:00,2025-01,Menkes Budi Gunadi Sadikin menuturkan pihaknya turut serta dalam penetapan standar gizi untuk program makanan bergizi gratis (MBG) yang mulai hari ini.  https://t.co/Fxc0zYVhbt,kemenkes budi gunadi sadikin menuturkan pihaknya turut serta dalam penetapan standar gizi untuk program makanan bergizi gratis yang mulai hari ini.,21,neutral,neutral,0.9854,,detikHealth,mbg,in
1876174909237551525,2025-01-06 07:52:10+00:00,2025-01,Kota Tangerang Belum Masuk Daftar Penerapan Perdana MBG https://t.co/dUVaZt3hC6,kota tangerang belum masuk daftar penerapan perdana makan bergizi gratis,10,neutral,neutral,0.9955,,IDNTimesBanten,mbg,in
1876175375203738037,2025-01-06 07:54:01+00:00,2025-01,"🚨🗣Menteri Koperasi Budi Arie Setiadi meminta publik tidak berkecil hati soal tak adanya susu dalam menu perdana program makan bergizi gratis.

Ketika ditanya mengenai ketiadaan susu pada menu Makan Bergizi Gratis (MBG) di Dapur Halim, Budi menjelaskan bahwa saat ini susu belum https://t.co/3AL1h9sOXo","menteri koperasi budi arie setiadi meminta publik tidak berkecil hati soal tidak adanya susu dalam menu perdana program makan bergizi gratis... ketika ditanya mengenai ketiadaan susu pada menu makan bergizi gratis di dapur halim, budi menjelaskan bahwa saat ini susu belum",41,neutral,neutral,0.9335,,inilahdotcom,mbg,in
1876184273352609798,2025-01-06 08:29:23+00:00,2025-01,@cakimiNOW Bismillah.. Semoga lancar dan berkah Gus Menko.. Program MBG dapat dirasakan seluruh siswa dan santri di pelosok negeri.. 🇮🇩,muhaimin iskandar bismillah. semoga lancar dan berkah gus menteri koordinator. program makan bergizi gratis dapat dirasakan seluruh siswa dan siswa di pelosok negeri. indonesia,24,positive,neutral,0.5345,,Novandri86R,mbg,in
1876191572381053204,2025-01-06 08:58:23+00:00,2025-01,"Danrem 071 Wijayakusuma Launching Perdana Program MBG Di Kabupaten Pemalang
https://t.co/BiYjw35jiO
Alasannya   Senin",komandan resor militer 071 wijayakusuma peluncuran perdana program makan bergizi gratis di kabupaten pemalang.. alasannya senin,16,neutral,neutral,0.9978,,Urpin168,mbg,in
1876193357879537793,2025-01-06 09:05:29+00:00,2025-01,"Program Makanan Bergizi Gratis (MBG) dan rencana tahun 2026-2029

Sumber: Kompas (https://t.co/90qEJKZGxO) https://t.co/tpRdQaXYoK",program makanan bergizi gratis dan rencana tahun 2026 2029.. sumber kompas,11,neutral,neutral,0.996,,adepedia,mbg,in
1876197557808054433,2025-01-06 09:22:10+00:00,2025-01,Mitra Program Makan Bergizi Gratis di Bali Terus Dievaluasi https://t.co/Mo912LcRRT,mitra program makan bergizi gratis di bali terus dievaluasi,9,neutral,neutral,0.9975,,IDNTimesBali,makan_bergizi_gratis,in
1876198030044774624,2025-01-06 09:24:03+00:00,2025-01,"Pemerintah akhirnya melaunching program makan bergizi gratis mulai Senin ini, 6 Januari 2025.

Menteri Koperasi Budi Arie Setiadi mengungkap, beragam jenis koperasi akan terlibat, termasuk koperasi susu sapi, koperasi telur, koperasi sayur, dan koperasi lainnya.

Ada 190 lokasi https://t.co/Fs7W0bP1WL","pemerintah akhirnya meluncurkan program makan bergizi gratis mulai senin ini, tanggal... menteri koperasi budi arie setiadi mengungkap, beragam jenis koperasi akan terlibat, termasuk koperasi susu sapi, koperasi telur, koperasi sayur, dan koperasi lainnya... ada 190 lokasi",36,neutral,neutral,0.9628,,beritaKBR,makan_bergizi_gratis,in
1876200980414595345,2025-01-06 09:35:46+00:00,2025-01,"@Gunawan75_ 1) Kerusakan moral di negeri ini sdh begitu dahsyatnya. 
- Korupsi sdh membudaya, dr elit sampe ke masy. bawah
- Menghalalkan segala cara sdh jd ""norma"" baku &amp; lumrah 
- Masy. yg Agamis, kelakuannya jauh dr nilai2 Agama 
2) Kok Gus DUNIAWI Yahya  mikirin Usaha Catering utk MBG?","1 kerusakan moral di negeri ini sudah begitu dahsyatnya.. korupsi sudah membudaya, dari elite sampai ke masyarakat. bawah. menghalalkan segala cara sudah jadi norma baku dan lumrah. masyarakat. yang agamis, kelakuannya jauh dari nilai nilai agama. 2 kok gus duniawi yahya memikirkan usaha katering untuk makan bergizi gratis?",48,negative,negative,0.998,,meliksumanandar,mbg,in
1876203334266413159,2025-01-06 09:45:07+00:00,2025-01,@KaredokLeunca__ @prabowo Belum semua sekolah dapet MBG mak,prabowo belum semua sekolah dapat makan bergizi gratis ibu,9,negative,neutral,0.9909,,KGilas,mbg,in
1876209082589430163,2025-01-06 10:07:58+00:00,2025-01,"Para wali murid PAUD SPS Nalika Abdi Alit menyambut antusias dan haru pelaksanaan Program Makan Bergizi Gratis (MBG). Mereka bersyukur karena program ini membantu pola makan anak menjadi lebih teratur. 

#GarudaTV #Laporan8 #Viral #PAUDSPS #MakanBergiziGratis https://t.co/S9NZtog6iQ",para wali murid pendidikan anak usia dini sps nalika abdi alit menyambut antusias dan harus pelaksanaan program makan bergizi gratis. mereka bersyukur karena program ini membantu pola makan anak menjadi lebih teratur... makan bergizi gratis,35,positive,positive,0.989,,garudatvnews,mbg,in
1876213994769494198,2025-01-06 10:27:29+00:00,2025-01,"MBG hari pertama..

Anak TK: potongan terlalu besar (guru -red)
Anak SD: enak, tp tidak suka pisang, sukanya pepaya
Anak SMP/SMA: enak, bisa irit uang jajan (hore duit rokok gw utuh)

This may be fact or fiction 🤣 take it with your own grain of salt","makan bergizi gratis hari pertama... anak tk potongan terlalu besar guru merah. anak sd enak, tapi tidak suka pisang, sukanya pepaya. anak smp sma enak, bisa irit uang jajan hore duit rokok saya utuh.. ini bisa jadi fakta atau fiksi tertawa jangan langsung percaya",44,negative,positive,0.9975,,Mewongnakal,mbg,in
1876214165096054806,2025-01-06 10:28:09+00:00,2025-01,Review MBG hari pertama kayaknya mixed ya?,ulasan makan bergizi gratis hari pertama kayaknya campur iya?,9,neutral,neutral,0.5941,,iMedKrisna,mbg,in
1876215725888782438,2025-01-06 10:34:22+00:00,2025-01,"Untuk Kawasan perkotaan, Indonesia dapat meniru Jepang, dalam pengelolaan MBG https://t.co/Y6vL0RKpKn","untuk kawasan perkotaan, indonesia dapat meniru jepang, dalam pengelolaan makan bergizi gratis",12,neutral,neutral,0.9231,,barengwarga,mbg,in
1876215819962876108,2025-01-06 10:34:44+00:00,2025-01,@Arie_Kriting Hari pertama MBG,hari pertama makan bergizi gratis,5,neutral,neutral,0.9513,,adit_sptro,mbg,in
1876216157335883849,2025-01-06 10:36:04+00:00,2025-01,"Kabupaten Garut Mulai Gulirkan Program Makan Bergizi Gratis, SMPN 6 Garut Jadi Lokasi Launching MBG https://t.co/L0ZbTbCuEy","kabupaten garut mulai gulirkan program makan bergizi gratis, sekolah menengah pertama negeri 6 garut jadi lokasi peluncuran makan bergizi gratis",20,neutral,neutral,0.9895,,PRGarut,mbg,in
1876216410755703205,2025-01-06 10:37:05+00:00,2025-01,"Alasan Prabowo Tak Hadiri Peluncuran Program MBG di 26 Provinsi

https://t.co/9Ql38DPRmM",alasan prabowo tidak hadiri peluncuran program makan bergizi gratis di 26 provinsi..,12,neutral,neutral,0.95,,TirtoID,mbg,in
1876217772226846968,2025-01-06 10:42:29+00:00,2025-01,"Ratusan siswa-siswi Sekolah Dasar (SD) di Kecamatan Baradatu, Kabupaten Way Kanan mulai menerima distribusi program makan bergizi gratis (MBG), Senin (6/1).

#IDNTimesLampung 

https://t.co/2HqXo04Ygp https://t.co/q941Y8XsHe","ratusan siswa siswi sekolah dasar sd di kecamatan baradatu, kabupaten jalan kanan mulai menerima distribusi program makan bergizi gratis, senin 6 per 1.....",23,neutral,neutral,0.9717,,IDNTimesLampung,mbg,in
1876230643212054589,2025-01-06 11:33:38+00:00,2025-01,@detikcom Dia menteri apa kok ikut tampil di program MBG? 😅,detik dia menteri apa kok ikut tampil di program makan bergizi gratis? canggung,13,negative,negative,0.9425,,Put_tooth,mbg,in
1876232427502506040,2025-01-06 11:40:44+00:00,2025-01,@AirinDatangLagi Edannn msh nekat jalani MBG yg ratusan T setahun 🙉,edan masih nekat jalani makan bergizi gratis yang ratusan t setahun,11,negative,negative,0.7893,,yugipork73,mbg,in
1876235151484792894,2025-01-06 11:51:33+00:00,2025-01,Menu Program MBG di Makassar Bakal Dievaluasi Berdasarkan Minat Siswa https://t.co/HIIdhcn91K,menu program makan bergizi gratis di makassar bakal dievaluasi berdasarkan minat siswa,12,neutral,neutral,0.9931,,IDNTimesSulsel,mbg,in
1876236820490695002,2025-01-06 11:58:11+00:00,2025-01,"@Jatmiko06613045 Jogya jg termasuk 26 propinsi yg sdh mengadakan MBG...ii...👇👇
https://t.co/f1QxvdiwAj",jogya juga termasuk 26 propinsi yang sudah mengadakan makan bergizi gratis... ii....,12,neutral,neutral,0.9854,,mbienyambay2,mbg,in
1876238389827305894,2025-01-06 12:04:25+00:00,2025-01,"@AirinDatangLagi Menu dan porsi MBG
Hari ke-1 : kualitas masih ok 
Hari ke-30 : coba cek
Hari ke 60 : coba cek",menu dan porsi makan bergizi gratis. hari ke 1 kualitas masih oke. hari ke 30 coba cek. hari ke 60 coba cek,22,neutral,positive,0.9744,,yugipork73,mbg,in
1876242310285205974,2025-01-06 12:20:00+00:00,2025-01,"Kepala Komunikasi Kepresidenan Republik Indonesia Hasan Nasbi, menuturkan program Makan Bergizi Gratis (MBG) dimulai serentak bertepatan dengan dimulainya kegiatan belajar mengajar semester kedua tahun ajaran 2024/2025

https://t.co/GoviuHmHj2","kepala komunikasi kepresidenan republik indonesia hasan hasan nasbi, menuturkan program makan bergizi gratis dimulai serentak bertepatan dengan dimulainya kegiatan belajar mengajar semester kedua tahun ajaran 2024 per 2025..",28,neutral,neutral,0.9905,,mediaindonesia,mbg,in
1876243356302602746,2025-01-06 12:24:09+00:00,2025-01,"Kodam IX/Udayana Bersama BGN Kick Off Makan Bergizi Gratis 

Kapendam Kolonel Agung: Kodam Udayana Siap Sukseskan Program MBG https://t.co/Tt2K1rMc3D",komando daerah militer sembilan kodam udayana bersama badan gizi nasional dimulai makan bergizi gratis.. kapendam kolonel agung komando daerah militer kodam udayana siap sukseskan program makan bergizi gratis,28,positive,neutral,0.9976,,Korem163,mbg,in
1876252574552113438,2025-01-06 13:00:47+00:00,2025-01,"Pemerintah daerah Kota Parepare, Sulawesi Selatan, belum melaksanakan makan bergizi gratis (MBG). Sebagaimana diketahui, pemerintah pusat menjadwalkan program tersebut dimulai secara nasional per hari ini, Senin (6/1/2025).

Pemerintah provinsi Sulawesi Selatan diketahui telah https://t.co/ga94fVU3Qy","pemerintah daerah kota parepare, sulawesi selatan, belum melaksanakan makan bergizi gratis. sebagaimana diketahui, pemerintah pusat menjadwalkan program tersebut dimulai secara nasional per hari ini, senin... pemerintah provinsi sulawesi selatan diketahui telah",31,neutral,neutral,0.9886,,Beritasatu,mbg,in
1876255604882497999,2025-01-06 13:12:50+00:00,2025-01,"Pemerintah melalui Badan Gizi Nasional (BGN) meluncurkan Program Makanan Bergizi Gratis (MBG) pada 6 Januari 2025. 

Simak selengkapnya: https://t.co/ZA6xL0oJde https://t.co/ZkgyJkmMvH",pemerintah melalui badan gizi nasional meluncurkan program makanan bergizi gratis pada tanggal... simak selengkapnya,14,neutral,neutral,0.9954,,BloombergTZ,mbg,in
1876265861809676431,2025-01-06 13:53:35+00:00,2025-01,"Seorang siswa memperlihatkan paket makanan bergizi pada pelaksanaan hari pertama Makan Bergizi Gratis (MBG) di SMP Negeri 12 Semarang, Jawa Tengah, Senin (6/1/2025). https://t.co/bTU4bSo4an","seorang siswa memperlihatkan paket makanan bergizi pada pelaksanaan hari pertama makan bergizi gratis di smp negeri 12 semarang, jawa tengah, senin.",21,neutral,neutral,0.9932,,inilahdotcom,mbg,in
1876267557617021181,2025-01-06 14:00:19+00:00,2025-01,"@Gilang__gg @txtdrimedia 🤣🤭🤭
Di rumah lauk ayam saja ogah2an , MBG lauknya tempe 😁✌️","tertawa menutup mulut menutup mulut. di rumah lauk ayam saja tidak mau ogahan, makan bergizi gratis lauknya tempe senyum damai",20,negative,positive,0.9976,,Maido_cuk,mbg,in
1876274296504627385,2025-01-06 14:27:06+00:00,2025-01,"@PartaiSocmed menarik, bisa jadi menu mbg buat anak sekolah","menarik, bisa jadi menu makan bergizi gratis buat anak sekolah",10,positive,positive,0.9322,,dilarang_baper,mbg,in
1876276639178621027,2025-01-06 14:36:24+00:00,2025-01,"Serius nanya ini programnya tiap hari? menunya ganti2 ga si?

Di tempat kerja tiap jumat dapat makan, tapi menunya itu lagi itu lagi karyawan pd ga napsu, semoga MBG ngga gitu, kasian adek adek  wkwk","serius bertanya ini program tiap hari? menunya ganti ganti tidak sih?.. di tempat kerja tiap jumat dapat makan, tapi menunya itu lagi itu lagi karyawan percaya diri tidak nafsu, semoga makan bergizi gratis enggak begitu, kasihan adik adik tertawa",39,neutral,negative,0.9963,,nyeongtoru,mbg,in
1876314121832210697,2025-01-06 17:05:21+00:00,2025-01,"@Heraloebss Hemat woy, slogan hemat ala Prabowo. Untuk mencapai tujuan MBG yg sesuai harapan","hemat hei, slogan hemat ala prabowo. untuk mencapai tujuan makan bergizi gratis yang sesuai harapan",15,positive,positive,0.9747,,mr_hardi4,mbg,in
1876320660462702637,2025-01-06 17:31:20+00:00,2025-01,@katsubossy Sampe masy. lupa ada program mbg,sampai masyarakat. lupa ada program makan bergizi gratis,8,negative,neutral,0.6726,,gairahpurba,mbg,in
1876325353335238671,2025-01-06 17:49:59+00:00,2025-01,@barengwarga ya Allah 😖 mendingan ga usah ada MBG sekalian,iya allah kesal mendingan tidak usah ada makan bergizi gratis sekalian,11,negative,negative,0.9979,,wannaniek,mbg,in
1876366491320533314,2025-01-06 20:33:27+00:00,2025-01,"Gw pribadi bangga sih ada program MBG (Makan Bergizi Gratis) krn gw tau anak2 di luar sana gk seberuntung kalian (kaum menengah), mereka sering makan mie instan lho

Sedikit cerita: ada temenku dulu (waktu SMA) kena radang usus (meninggal) krn sering makan mie instan

#BanggaMBG","saya pribadi bangga sih ada program makan bergizi gratis karena saya tau anak anak di luar sana tidak seberuntung kalian kaum menengah, mereka sering makan mi instan loh.. sedikit cerita ada temanku dulu waktu sma kena radang usus meninggal karena sering makan mi instan.. bangga makan bergizi gratis",48,positive,positive,0.9924,,hardi_omesh,mbg,in
