id_str,created_at,period,period_label,full_text,word_count,username,user_id_str,favorite_count,retweet_count,reply_count,quote_count,lang,location,source_keyword,label,label_roberta,annotator_notes
1876118698559422927,2025-01-06 04:08:48+00:00,2025-01,Bulan_1,"Badan Gizi Nasional (BGN) resmi memulai Program Makan Bergizi Gratis (MBG) per hari ini, Senin (6/1/2025) dengan paket senilai Rp10.000 per anak.

Lalu Muhammad Iwan Mahardan Kepala Biro Hukum dan Hubungan Masyarakat (Humas) BGN RI di Jakarta, Senin, menyampaikan bahwa prioritas https://t.co/CIn9ffSUxI",42,e100ss,848614550,14,3,2,2,in,,mbg,neutral,,
1876121253771460847,2025-01-06 04:18:58+00:00,2025-01,Bulan_1,"Wakil Menteri Sosial (Wamensos) Agus Jabo mengunjungi SD Barunawati II, Slipi Jakarta. Wamensos mengecek langsung pelaksanaan program Makan Bergizi Gratis (MBG) yang serentak dimulai hari ini.

#LiputanSonora via @SaortuaMarbun https://t.co/KxN7dLefmq",30,SonoraFM92,180696019,1,2,0,0,in,,mbg,neutral,,
1876128830689296401,2025-01-06 04:49:04+00:00,2025-01,Bulan_1,"Target penerima MBG tahun 2025 adalah 19,47 juta jiwa. Di tahun 2029, program ini ditargetkan mencapai 82,9 juta penerima. Selain gratis, menu yang disajikan juga sesuai dengan angka kecukupan gizi (AKG).

Gimana menurut kamu?

#makanbergizigratis #mbg #makangratis",37,lensaRTV,2393930923,0,0,0,0,in,,mbg,positive,,
1876129951621259471,2025-01-06 04:53:31+00:00,2025-01,Bulan_1,"MBG di Tangerang, Ada yang Lahap dan Ada yang Enggan Makan https://t.co/GyXg12EzpE",12,IDNTimesBanten,1318833612821725184,0,0,0,0,in,,mbg,neutral,,
1876142523842015331,2025-01-06 05:43:29+00:00,2025-01,Bulan_1,"Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mengungkapkan, ada 900 lebih titik yang bakal mendapatkan realisasi program MBG pekan depan. #makanbergizigratis",21,tono14045,1615020571435356160,0,0,1,0,in,,mbg,neutral,,
1876142782945120591,2025-01-06 05:44:31+00:00,2025-01,Bulan_1,"Kementerian Koperasi menyiapkan 1.923 koperasi di 29 provinsi untuk mendukung implementasi program Makan Bergizi Gratis (MBG). 

#KoperasiBergizi #MBG #PanganSehat https://t.co/6SbDO5SaiY",20,Faktacom_,1308656035201130497,1,0,0,0,in,,mbg,positive,,
1876154964051173470,2025-01-06 06:32:55+00:00,2025-01,Bulan_1,Program Makan Bergizi Gratis (MBG) siap dimulai di 190 titik yang tersebar di 26 provinsi di Indonesia pada Senin (6/1/2025).,20,SitiSumiran,3706597332,0,0,1,0,in,,mbg,neutral,,
1876154968190885931,2025-01-06 06:32:56+00:00,2025-01,Bulan_1,"Kita bersyukur, tidak menunggu 100 hari atau tepat hari ke-78 Bapak Prabowo menjadi presiden, program MBG dimulai.",17,SitiSumiran,3706597332,0,0,1,0,in,,mbg,positive,,
1876154996313727321,2025-01-06 06:33:03+00:00,2025-01,Bulan_1,"Geliat perekonomian lokal dipastikan secara signifikan bergerak ke arah lebih baik, sebab program MBG melibatkan para petani, peternak, dan UMKM setempat.",21,SitiSumiran,3706597332,0,0,1,0,in,,mbg,positive,,
1876170355813032136,2025-01-06 07:34:05+00:00,2025-01,Bulan_1,"Dapur MBG Terapkan SOP Ketat, Pastikan Makanan Bergizi Gratis untuk 3.000 Siswa per Hari

#MakanBergiziGratis #pemerintah
https://t.co/hvAnVM1pqu",17,radarsumbarcom,1406534413240786947,0,0,0,0,in,,mbg,positive,,
1876170756570108088,2025-01-06 07:35:40+00:00,2025-01,Bulan_1,Menkes Budi Gunadi Sadikin menuturkan pihaknya turut serta dalam penetapan standar gizi untuk program makanan bergizi gratis (MBG) yang mulai hari ini.  https://t.co/Fxc0zYVhbt,23,detikHealth,104446991,0,0,0,0,in,,mbg,neutral,,
1876174909237551525,2025-01-06 07:52:10+00:00,2025-01,Bulan_1,Kota Tangerang Belum Masuk Daftar Penerapan Perdana MBG https://t.co/dUVaZt3hC6,9,IDNTimesBanten,1318833612821725184,0,0,0,0,in,,mbg,neutral,,
1876175375203738037,2025-01-06 07:54:01+00:00,2025-01,Bulan_1,"🚨🗣Menteri Koperasi Budi Arie Setiadi meminta publik tidak berkecil hati soal tak adanya susu dalam menu perdana program makan bergizi gratis.

Ketika ditanya mengenai ketiadaan susu pada menu Makan Bergizi Gratis (MBG) di Dapur Halim, Budi menjelaskan bahwa saat ini susu belum https://t.co/3AL1h9sOXo",43,inilahdotcom,46693036,2,1,4,1,in,,mbg,neutral,,
1876184273352609798,2025-01-06 08:29:23+00:00,2025-01,Bulan_1,@cakimiNOW Bismillah.. Semoga lancar dan berkah Gus Menko.. Program MBG dapat dirasakan seluruh siswa dan santri di pelosok negeri.. 🇮🇩,20,Novandri86R,1687764104,0,0,0,0,in,,mbg,positive,,
1876191572381053204,2025-01-06 08:58:23+00:00,2025-01,Bulan_1,"Danrem 071 Wijayakusuma Launching Perdana Program MBG Di Kabupaten Pemalang
https://t.co/BiYjw35jiO
Alasannya   Senin",13,Urpin168,1521679786598604801,0,0,0,0,in,,mbg,neutral,,
1876193357879537793,2025-01-06 09:05:29+00:00,2025-01,Bulan_1,"Program Makanan Bergizi Gratis (MBG) dan rencana tahun 2026-2029

Sumber: Kompas (https://t.co/90qEJKZGxO) https://t.co/tpRdQaXYoK",13,adepedia,200448287,4,1,0,1,in,,mbg,neutral,,
1876197557808054433,2025-01-06 09:22:10+00:00,2025-01,Bulan_1,Mitra Program Makan Bergizi Gratis di Bali Terus Dievaluasi https://t.co/Mo912LcRRT,10,IDNTimesBali,1318832462366081025,0,0,0,0,in,,makan_bergizi_gratis,neutral,,
1876198030044774624,2025-01-06 09:24:03+00:00,2025-01,Bulan_1,"Pemerintah akhirnya melaunching program makan bergizi gratis mulai Senin ini, 6 Januari 2025.

Menteri Koperasi Budi Arie Setiadi mengungkap, beragam jenis koperasi akan terlibat, termasuk koperasi susu sapi, koperasi telur, koperasi sayur, dan koperasi lainnya.

Ada 190 lokasi https://t.co/Fs7W0bP1WL",39,beritaKBR,124390203,1,0,0,0,in,,makan_bergizi_gratis,neutral,,
1876200980414595345,2025-01-06 09:35:46+00:00,2025-01,Bulan_1,"@Gunawan75_ 1) Kerusakan moral di negeri ini sdh begitu dahsyatnya. 
- Korupsi sdh membudaya, dr elit sampe ke masy. bawah
- Menghalalkan segala cara sdh jd ""norma"" baku &amp; lumrah 
- Masy. yg Agamis, kelakuannya jauh dr nilai2 Agama 
2) Kok Gus DUNIAWI Yahya  mikirin Usaha Catering utk MBG?",49,meliksumanandar,1626014171497385984,1,1,0,0,in,,mbg,negative,,
1876203334266413159,2025-01-06 09:45:07+00:00,2025-01,Bulan_1,@KaredokLeunca__ @prabowo Belum semua sekolah dapet MBG mak,8,KGilas,1591317437919526912,1,0,1,0,in,,mbg,negative,,
1876209082589430163,2025-01-06 10:07:58+00:00,2025-01,Bulan_1,"Para wali murid PAUD SPS Nalika Abdi Alit menyambut antusias dan haru pelaksanaan Program Makan Bergizi Gratis (MBG). Mereka bersyukur karena program ini membantu pola makan anak menjadi lebih teratur. 

#GarudaTV #Laporan8 #Viral #PAUDSPS #MakanBergiziGratis https://t.co/S9NZtog6iQ",36,garudatvnews,502140136,0,0,0,0,in,,mbg,positive,,
1876213994769494198,2025-01-06 10:27:29+00:00,2025-01,Bulan_1,"MBG hari pertama..

Anak TK: potongan terlalu besar (guru -red)
Anak SD: enak, tp tidak suka pisang, sukanya pepaya
Anak SMP/SMA: enak, bisa irit uang jajan (hore duit rokok gw utuh)

This may be fact or fiction 🤣 take it with your own grain of salt",46,Mewongnakal,1332247896205324288,0,0,0,0,in,,mbg,negative,,
1876214165096054806,2025-01-06 10:28:09+00:00,2025-01,Bulan_1,Review MBG hari pertama kayaknya mixed ya?,7,iMedKrisna,989423102005145600,0,0,3,0,in,,mbg,neutral,,
1876215725888782438,2025-01-06 10:34:22+00:00,2025-01,Bulan_1,"Untuk Kawasan perkotaan, Indonesia dapat meniru Jepang, dalam pengelolaan MBG https://t.co/Y6vL0RKpKn",11,barengwarga,1850558971779956736,25,9,2,0,in,,mbg,neutral,,
1876215819962876108,2025-01-06 10:34:44+00:00,2025-01,Bulan_1,@Arie_Kriting Hari pertama MBG,4,adit_sptro,56622436,0,0,0,0,in,,mbg,neutral,,
1876216157335883849,2025-01-06 10:36:04+00:00,2025-01,Bulan_1,"Kabupaten Garut Mulai Gulirkan Program Makan Bergizi Gratis, SMPN 6 Garut Jadi Lokasi Launching MBG https://t.co/L0ZbTbCuEy",16,PRGarut,1657689267764879365,0,0,0,0,in,,mbg,neutral,,
1876216410755703205,2025-01-06 10:37:05+00:00,2025-01,Bulan_1,"Alasan Prabowo Tak Hadiri Peluncuran Program MBG di 26 Provinsi

https://t.co/9Ql38DPRmM",11,TirtoID,4187275698,0,0,1,1,in,,mbg,neutral,,
1876217772226846968,2025-01-06 10:42:29+00:00,2025-01,Bulan_1,"Ratusan siswa-siswi Sekolah Dasar (SD) di Kecamatan Baradatu, Kabupaten Way Kanan mulai menerima distribusi program makan bergizi gratis (MBG), Senin (6/1).

#IDNTimesLampung 

https://t.co/2HqXo04Ygp https://t.co/q941Y8XsHe",24,IDNTimesLampung,1318857141713686530,1,1,0,0,in,,mbg,neutral,,
1876230643212054589,2025-01-06 11:33:38+00:00,2025-01,Bulan_1,@detikcom Dia menteri apa kok ikut tampil di program MBG? 😅,11,Put_tooth,299374426,0,0,0,0,in,,mbg,negative,,
1876232427502506040,2025-01-06 11:40:44+00:00,2025-01,Bulan_1,@AirinDatangLagi Edannn msh nekat jalani MBG yg ratusan T setahun 🙉,11,yugipork73,1603739333697015808,0,0,0,0,in,,mbg,negative,,
1876235151484792894,2025-01-06 11:51:33+00:00,2025-01,Bulan_1,Menu Program MBG di Makassar Bakal Dievaluasi Berdasarkan Minat Siswa https://t.co/HIIdhcn91K,11,IDNTimesSulsel,1318859059781455873,0,0,0,0,in,,mbg,neutral,,
1876236820490695002,2025-01-06 11:58:11+00:00,2025-01,Bulan_1,"@Jatmiko06613045 Jogya jg termasuk 26 propinsi yg sdh mengadakan MBG...ii...👇👇
https://t.co/f1QxvdiwAj",11,mbienyambay2,1299302763784843265,2,0,0,0,in,,mbg,neutral,,
1876238389827305894,2025-01-06 12:04:25+00:00,2025-01,Bulan_1,"@AirinDatangLagi Menu dan porsi MBG
Hari ke-1 : kualitas masih ok 
Hari ke-30 : coba cek
Hari ke 60 : coba cek",22,yugipork73,1603739333697015808,0,0,0,0,in,,mbg,neutral,,
1876242310285205974,2025-01-06 12:20:00+00:00,2025-01,Bulan_1,"Kepala Komunikasi Kepresidenan Republik Indonesia Hasan Nasbi, menuturkan program Makan Bergizi Gratis (MBG) dimulai serentak bertepatan dengan dimulainya kegiatan belajar mengajar semester kedua tahun ajaran 2024/2025

https://t.co/GoviuHmHj2",27,mediaindonesia,68930552,2,0,0,0,in,,mbg,neutral,,
1876243356302602746,2025-01-06 12:24:09+00:00,2025-01,Bulan_1,"Kodam IX/Udayana Bersama BGN Kick Off Makan Bergizi Gratis 

Kapendam Kolonel Agung: Kodam Udayana Siap Sukseskan Program MBG https://t.co/Tt2K1rMc3D",19,Korem163,974157874208231424,4,0,0,0,in,,mbg,positive,,
1876252574552113438,2025-01-06 13:00:47+00:00,2025-01,Bulan_1,"Pemerintah daerah Kota Parepare, Sulawesi Selatan, belum melaksanakan makan bergizi gratis (MBG). Sebagaimana diketahui, pemerintah pusat menjadwalkan program tersebut dimulai secara nasional per hari ini, Senin (6/1/2025).

Pemerintah provinsi Sulawesi Selatan diketahui telah https://t.co/ga94fVU3Qy",34,Beritasatu,154102750,0,0,0,0,in,,mbg,neutral,,
1876255604882497999,2025-01-06 13:12:50+00:00,2025-01,Bulan_1,"Pemerintah melalui Badan Gizi Nasional (BGN) meluncurkan Program Makanan Bergizi Gratis (MBG) pada 6 Januari 2025. 

Simak selengkapnya: https://t.co/ZA6xL0oJde https://t.co/ZkgyJkmMvH",20,BloombergTZ,1582972008479920129,1,0,1,0,in,,mbg,neutral,,
1876265861809676431,2025-01-06 13:53:35+00:00,2025-01,Bulan_1,"Seorang siswa memperlihatkan paket makanan bergizi pada pelaksanaan hari pertama Makan Bergizi Gratis (MBG) di SMP Negeri 12 Semarang, Jawa Tengah, Senin (6/1/2025). https://t.co/bTU4bSo4an",24,inilahdotcom,46693036,4,2,1,0,in,,mbg,neutral,,
1876267557617021181,2025-01-06 14:00:19+00:00,2025-01,Bulan_1,"@Gilang__gg @txtdrimedia 🤣🤭🤭
Di rumah lauk ayam saja ogah2an , MBG lauknya tempe 😁✌️",14,Maido_cuk,543334714,0,0,0,0,in,,mbg,negative,,
1876274296504627385,2025-01-06 14:27:06+00:00,2025-01,Bulan_1,"@PartaiSocmed menarik, bisa jadi menu mbg buat anak sekolah",9,dilarang_baper,1521905955415289856,0,0,0,0,in,,mbg,positive,,
1876276639178621027,2025-01-06 14:36:24+00:00,2025-01,Bulan_1,"Serius nanya ini programnya tiap hari? menunya ganti2 ga si?

Di tempat kerja tiap jumat dapat makan, tapi menunya itu lagi itu lagi karyawan pd ga napsu, semoga MBG ngga gitu, kasian adek adek  wkwk",35,nyeongtoru,2270104056,0,0,0,0,in,,mbg,neutral,,
1876314121832210697,2025-01-06 17:05:21+00:00,2025-01,Bulan_1,"@Heraloebss Hemat woy, slogan hemat ala Prabowo. Untuk mencapai tujuan MBG yg sesuai harapan",14,mr_hardi4,1497068669725143040,0,0,0,0,in,,mbg,positive,,
1876320660462702637,2025-01-06 17:31:20+00:00,2025-01,Bulan_1,@katsubossy Sampe masy. lupa ada program mbg,7,gairahpurba,1117672618398605312,0,0,0,0,in,,mbg,negative,,
1876325353335238671,2025-01-06 17:49:59+00:00,2025-01,Bulan_1,@barengwarga ya Allah 😖 mendingan ga usah ada MBG sekalian,10,wannaniek,991567945644953600,0,0,0,0,in,,mbg,negative,,
1876366491320533314,2025-01-06 20:33:27+00:00,2025-01,Bulan_1,"Gw pribadi bangga sih ada program MBG (Makan Bergizi Gratis) krn gw tau anak2 di luar sana gk seberuntung kalian (kaum menengah), mereka sering makan mie instan lho

Sedikit cerita: ada temenku dulu (waktu SMA) kena radang usus (meninggal) krn sering makan mie instan

#BanggaMBG",45,hardi_omesh,1462597570505502721,3,0,0,0,in,,mbg,positive,,
1876369316779892893,2025-01-06 20:44:41+00:00,2025-01,Bulan_1,"MBG menunya memang belum wah banget, tapi aku bersyukur program ini ada.. karena selain untuk memenuhi nutrisi harian pelajar, program ini ditunggu ibu2 untuk hemat uang dapur mereka.. 🤓🫰

#BanggaMBG #MakanBergiziGratis",31,hardi_omesh,1462597570505502721,1,0,0,0,in,,mbg,positive,,
1876378692529860608,2025-01-06 21:21:56+00:00,2025-01,Bulan_1,"@Mdy_Asmara1701 Iye bener. Katanya ujicoba ud setaun. Ini jelas susu kehabisan buat pencitraan gibby,  dia dapet nama yang negatif program MBG @prabowo @Gerindra",23,sweetapril2010,1844763275461890049,1,0,0,0,in,,mbg,negative,,
1876456764184613167,2025-01-07 02:32:10+00:00,2025-01,Bulan_1,"Eddy Soeparno: Program Makan Bergizi Gratis Tonggak Membangun SDM Indonesia Unggul

#MPRRI
#MPRRumahKebangsaan
#EmpatPilarMPRRI

https://t.co/okUVsu2IPC",15,mprgoid,1266013471,1,0,6,0,in,,makan_bergizi_gratis,positive,,
1876456979994218618,2025-01-07 02:33:01+00:00,2025-01,Bulan_1,@Gojo_satorouuu bagus sekali dengan adanya program Makan Gratis Bergizi saya sangat mendukung sekali,13,madunjayy,1550106595039645697,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876472550391439683,2025-01-07 03:34:53+00:00,2025-01,Bulan_1,@ShintaAyundaa Program Makan Gratis Bergizi di sekolah membantu meningkatkan hasil belajar anak-anak.,12,Masjimas,1542116684630470657,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876492476766384261,2025-01-07 04:54:04+00:00,2025-01,Bulan_1,Program makan bergizi gratis keknya malah jd food waste karena anak indo pada picky eater ga si?,17,petalupy,1413809595378589696,0,0,1,0,in,,makan_bergizi_gratis,negative,,
1876493637930127805,2025-01-07 04:58:41+00:00,2025-01,Bulan_1,"Yg masih nganggur, blm dpt kerja, mungkin sdh ada yg berfikir untuk membuka usaha penampungan makanan sisa MBG bekerjasama dg sekolah2 sasaran MBG yg jumlah muridnya banyak

Tentu ide yg bagus

Klo diplaning matang bersama tim, bs menghasilkan pendapatan yg lumayan menjanjikan https://t.co/H9JJhpzzH8",43,WAHYU_UNIFORM,545264533,2,0,2,1,in,,mbg,negative,,
1876494341457490384,2025-01-07 05:01:29+00:00,2025-01,Bulan_1,@Martinus_Leo MBG siapanya MBZ?,4,6_arung,1805234582926864384,0,0,1,0,in,,mbg,neutral,,
1876495587996291465,2025-01-07 05:06:26+00:00,2025-01,Bulan_1,"Pj Bupati Bekasi Dedy Supriyadi bersama jajaran Forkopimda meninjau langsung program makan bergizi gratis (MBG) bagi para peserta didik di SMAN 1 Pebayuran, yang telah dilaunching pemerintah pusat di Kecamatan Pebayuran pada Senin, (06/01/2025).

https://t.co/cKHIduThsm",35,heralddotID,1698580133068865536,0,0,0,0,in,,mbg,neutral,,
1876496042495213717,2025-01-07 05:08:14+00:00,2025-01,Bulan_1,"6. Potensi Kemandirian dan Ketahanan Pangan

Kelebihan/kekurangan produksi biasanya menjadi masalah ketidakpastian harga, program MBG mengurangi potensi masalah tersebut.

https://t.co/AMW8em3VJJ",20,budimandjatmiko,183217247,12,9,13,0,in,,mbg,positive,,
1876523590692323739,2025-01-07 06:57:42+00:00,2025-01,Bulan_1,"Untuk yg bilang ""emang kenapa MBG kalo dapet tempe tahu aja?"":
Protein hewani lebih mudah diserap tubuh. Ada alasannya kenapa Kemkes punya program/slogan ""Protein Hewani Cegah Stunting"".

Belajar gizi gabisa setengah2 ya gaes.",33,nopejustnope23,4583690537,4,0,0,0,in,,mbg,negative,,
1876526041080254957,2025-01-07 07:07:27+00:00,2025-01,Bulan_1,Masalah lain yg timbul akibat MBG adalah food waste... yakin di makan sampe abis? dibuangnya kemana?,16,rarasharra,118281987,0,0,0,0,in,,mbg,negative,,
1876527639537868923,2025-01-07 07:13:48+00:00,2025-01,Bulan_1,Template perlawanan terhadap program MBG 🐥🧨,6,punkjabat,1612821599425822720,0,0,0,0,in,,mbg,neutral,,
1876527939057263012,2025-01-07 07:14:59+00:00,2025-01,Bulan_1,"Wawancara Dandim Ponorogo dengan RRI Madiun, Bahas MBG Program Indonesia Emas https://t.co/MZCCEnrgBh",12,klikwarta_com,823779030767833088,0,0,0,0,in,,mbg,neutral,,
1876528179990729008,2025-01-07 07:15:56+00:00,2025-01,Bulan_1,"Program Makan Bergizi Gratis memasuki hari kedua, namun tidak semua daerah memberikan susu dalam paket menunya. Merespon hal tersebut, Badan Gizi Nasional menjelaskan tidak adanya susu di sejumlah daerah dalam program Makan Bergizi Gratis (MBG) karena adanya skala proritas ke https://t.co/x9VyQUKigy",41,RadioElshinta,121640063,1,1,2,0,in,,mbg,neutral,,
1876530233383461028,2025-01-07 07:24:06+00:00,2025-01,Bulan_1,@txtdrimedia Katanya yg mendapat tugas urus MBG ini tentara ya? 🤔,11,amuttaqintnt9,193581980,0,0,0,0,in,,mbg,negative,,
1876531769467678989,2025-01-07 07:30:12+00:00,2025-01,Bulan_1,"MBG adalah program yang baik. Sebaiknya kita bisa melihat segi positifnya. Pemerintah berbuat sesuatu untuk rakyat. Dana yang digelontorkan juga tidak kecil. Lapangan kerja tercipta. Petani, nelayan, dan peternak bisa ikut berpartisipasi. 
Lalu di mana salahnya?",36,ristyardhini,72210233,0,0,1,0,in,,mbg,positive,,
1876532700083003724,2025-01-07 07:33:54+00:00,2025-01,Bulan_1,"pro kontra mbg, saranin sekolah pelihara maggot bsf buat bantu urai tuh sisa2 makanan (food waste) para siswa/i. keliatannya banyak yang ga kemakan gara2 ga sesuai selera mereka.",28,raw311209,1674798709190852609,0,0,0,0,in,,mbg,negative,,
1876532872007561537,2025-01-07 07:34:35+00:00,2025-01,Bulan_1,"Cegah Penyelewengan Dana, DPR Ajak Warga Awasi Program MBG
https://t.co/cy7UwvQvJ6",10,cnbcindonesia,847372542830444544,0,0,0,0,in,,mbg,neutral,,
1876534088334811601,2025-01-07 07:39:25+00:00,2025-01,Bulan_1,"Susunya untuk anak-anak jangan kental manis, jangan uht berperisa tinggi gula yaa, big nooo
https://t.co/pQsR495gL1

___
#banggamelayanibangsa Shin Tae-yong #TransformasiPanganEnergi #MakanBergiziGratis MBG",22,NutrisiKluarga,1228248772733370369,1,1,1,0,in,,mbg,neutral,,
1876536912208622068,2025-01-07 07:50:38+00:00,2025-01,Bulan_1,@KemensetnegRI Program ini sangat bermanfaat bagi anak-anak dari keluarga kurang mampu yang mungkin kesulitan mendapatkan makanan bergizi di rumah. Makan Bergizi Gratis,22,NirvanoRH,1826864371735429121,0,0,0,0,in,,makan_bergizi_gratis,positive,,
1876539774779195597,2025-01-07 08:02:01+00:00,2025-01,Bulan_1,@KemensetnegRI Program Makan Bergizi Gratis dapat menjadi motor penggerak untuk meningkatkan daya beli masyarakat terhadap produk lokal.,17,darmansipea,1665630905527078912,0,0,0,0,in,,makan_bergizi_gratis,positive,,
