id_str,conversation_id_str,created_at,period,full_text,word_count,username,user_id_str,favorite_count,retweet_count,reply_count,quote_count,lang,location,source_keyword,label,label_roberta,annotator_notes
1876456433967112337,1876455295628832826,2025-01-07 02:30:51,period_1,@BagasBaling Makan Gratis Bergizi Mencegah Stunting Sejak Dini Program makan gratis bergizi membantu menanggulangi masalah stunting di kalangan anak-anak dengan memberikan makanan bergizi setiap hari.,25,"MelaOktavia12",1552848737864601600,0,0,0,0,in,,makan_bergizi_gratis,,,
1876481565548859397,1876481565548859397,2025-01-07 04:10:43,period_1,"Makan Siang Gratis
Makan Bergizi Gratis (MBG)
MBG Menu Komplit 15 ribu
MBG Menu Komplit 10 ribu
Susu sapi diganti susu ikan
Tetep susu sapi, tapi 2 kali seminggu, bahkan tidak diwajibkan
Kabarnya MBG tidak jadi tiap hari
Next nya apa nih ndut?",43,"rupmarup",919591542196551680,0,0,0,0,in,,makan_bergizi_gratis,,,
1876492726549848304,1876192314647072768,2025-01-07 04:55:04,period_1,"@KemensetnegRI Makan Gratis Bergizi: memastikan tidak ada yang tertinggal dalam akses terhadap nutrisi
Makan Bergizi Gratis",16,"AghnaVivaldi",1549747316428378113,0,0,0,0,in,,makan_bergizi_gratis,,,
1876493394178134322,1876493394178134322,2025-01-07 04:57:43,period_1,"Kota Serang Belum Melaksanakan Program Makan Bergizi Gratis, Ini Alasannya

Berita selengkapnya klik libk di bio,
Sumber: https://t.co/rK3U5xhcxg | Media Kolaborasi Indonesia. 
https://t.co/I7eTzTQ9rK

#makan #ketik #ketikmedia #ketikonline #beritahariini #foryou #foryourpage https://t.co/g7QbSC1yeO",31,"ketikmedia",1594880014490959872,0,0,0,0,in,,makan_bergizi_gratis,,,
1876496028318539791,1876495983221322071,2025-01-07 05:08:11,period_1,"2. Mengurangi Ketergantungan Impor

Beberapa komoditi masih bergantung impor, program MBG menjadi momentum mengurangi ketergantungan impor.",16,"budimandjatmiko",183217247,6,3,9,0,in,,mbg,,,
187650624636860033,1876506246368600330,2025-01-07 05:48:47,period_1,"137 Ribu Siswa di Kota Malang Masuk Sasaran Program Makan Bergizi Gratis
https://t.co/FnFmg37iFO",13,"tugumalang_id",535213390,0,0,0,0,in,,makan_bergizi_gratis,,,
1876518609813729426,1876518609813729426,2025-01-07 06:37:55,period_1,Program MBG Bukti Pemerintah Hadir untuk Rakyat https://t.co/DdK2p6NFZy,8,"rmol_id",990237626,2,0,1,1,in,,mbg,,,
187652060721676302,1876192314647072768,2025-01-07 06:45:51,period_1,"@KemensetnegRI Melalui langkah kecil ini, kita menciptakan peluang besar untuk masa depan cerah.
Makan Bergizi Gratis",16,"imamsipiii",1663838514713333772,0,0,0,0,in,,makan_bergizi_gratis,,,
1876524119182958997,1876192314647072768,2025-01-07 06:59:48,period_1,@KemensetnegRI Makan Bergizi Gratis membantu mereka yang membutuhkan untuk bangkit kembali.,11,"sukimandan",1665043956550504448,0,0,0,0,in,,makan_bergizi_gratis,,,
1876528448728117434,1876528179990729008,2025-01-07 07:17:01,period_1,"Muncul sorotan dari program makan bergizi gratis (MBG) yang berlangsung 6 Januari kemarin. Di sejumlah daerah tidak ditemukan adanya susu sebagai salah satu menu dalam makan bergizi gratis.

Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi mengatakan bahwa pemberian susu pada https://t.co/Jm6yW86l4x",40,"RadioElshinta",121640063,1,1,2,0,in,,mbg,,,
1876530133944971686,1876495983221322071,2025-01-07 07:23:42,period_1,"@budimandjatmiko Bener banget tuh, mbg emang oke banget buat bikin kita ngurangin ketergantungan impor. mantap deh",16,"fastbesdia24925",1675692224053403649,0,0,0,0,in,,mbg,,,
1876539774779195597,1876192314647072768,2025-01-07 08:02:01,period_1,@KemensetnegRI Program Makan Bergizi Gratis dapat menjadi motor penggerak untuk meningkatkan daya beli masyarakat terhadap produk lokal.,17,"darmansipea",1665630905527078912,0,0,0,0,in,,makan_bergizi_gratis,,,
1876553936657916107,1876192314647072768,2025-01-07 08:58:17,period_1,@KemensetnegRI Makan Bergizi Gratis Menjaga Keberagaman dan Toleransi di Sekolah Waktu makan bersama menjadi saat yang baik untuk mempererat hubungan antar siswa dari berbagai latar belakang,26,"IqbalRamdhaany",1757608548471910400,0,0,0,0,in,,makan_bergizi_gratis,,,
1876554470827430063,1876554470827430063,2025-01-07 09:00:25,period_1,"Menteri Koperasi (Menkop) RI Budi Arie Setiadi menghadiri peluncuran program Makan Bergizi Gratis (MBG) perdana di SD Angkasa 5 Halim Perdanakusuma Jakarta.

Simak berita selengkapnya dengan klik link.
https://t.co/YqHEh2uwn4 
#panennews https://t.co/WpVUW1aKY0",31,"panennews",1182569685981659136,0,0,0,0,in,,makan_bergizi_gratis,,,
1876554828287197484,1876124072222044570,2025-01-07 09:01:50,period_1,"@Mata_Netizen62 @__AnakKolong @9c30f32c9a13439 @DutaSebatik @IwanGun96636740 @karmendevillayy @surabaya_s53211 @RudySitohang05 @jannahseeker99 @JoppieMagai @nasotontoe Kpn MBG di kab bandung terutama di daerah pelosok, jangan yg diurus daerah perkotaan sja mereka sdh sering makan ""enak"", tapi anak2 SD, SMP di pelosok liat berita di tv mereka hanya berharap ""kpn di sekolah sya kebagian MBG?""",50,"PPatih68168",1750174172108689408,0,0,0,0,in,,mbg,,,
1876560266529493503,1876488478843899921,2025-01-07 09:23:27,period_1,"@geeshaa Atuh kebangetan kalo 25k menu kayak gitu mah 😭😭😭

Tapi balik lagi soal makan bergizi gratis dengan menu kayak gitu teh gizinya di mana… implementasinya juga kacau pisan, ga merata, padahal udah pede bilang “serentak” cenah. Wajib diprotes justru biar rada niat.",43,"sisthaaaaa",61684120,0,0,1,0,in,,makan_bergizi_gratis,,,
1876569532099338352,1876569532099338352,2025-01-07 10:00:16,period_1,"Dinas Pendidikan Tabanan Masih Tunggu Juknis MBG #BNetwork
https://t.co/TLglccezSg",9,"Beritasatu",154102750,0,0,0,0,in,,mbg,,,
1876592332574736669,1876592332574736669,2025-01-07 11:30:52,period_1,"DPRD dan Pemkot Jogja Anggarkan Rp80 Miliar untuk Program MBG, Namun Belum Dimulai https://t.co/st544kUzYi https://t.co/TKpglIy5CK",15,"Harian_Jogja",118371948,0,0,0,0,in,,mbg,,,
1876601486706417947,1876601486706417947,2025-01-07 12:07:14,period_1,"PELAKSANAAN Makan Bergizi Gratis (MBG) yang sudah dilaksanakan di sejumlah provinsi di Indonesia, belum sepenuhnya berjalan normal

https://t.co/I2ReQeKlCY",18,"mediaindonesia",68930552,1,0,1,0,in,,mbg,,,
1876618289759342653,1876618289759342653,2025-01-07 13:14:00,period_1,"yang jadi problem makan bergizi ini ada di SD Negeri, kalo swasat spt SDIT program makan gratis ini sdh lama, bahkan sblm zaman jokowi, belajar aja dari sana, beli lsg ke catering yg sdh jadi langganan sekolah",37,"mush4r",53279987,0,0,0,0,in,,makan_bergizi_gratis,,,
1876643698802586013,1876491451691155948,2025-01-07 14:54:58,period_1,@detikcom Kerja aja dulu sukses atau tidak MBG secara Nasional butuh waktu. Melihat jangan pakai kacamata kuda,17,"titalkamkawan",1404121844,0,0,0,0,in,,mbg,,,
1876671701817360812,1876604013447356669,2025-01-07 16:46:15,period_1,@Rahmantotri2 @bokulos_ @AirinDatangLagi Ya bukan program makan bergizi gratis namanya....biasanya anak sekolah sebelum ada program makan gratis disekolah pasti diberi uang saku oleh orang tuanya. Setelah ada program makan bergizi gratis dari pemerintah ini bisa menghemat biaya pengeluaran orang tuanya.,40,"gecolputih",1431474388386258948,0,0,2,0,in,,makan_bergizi_gratis,,,
1876672767225163801,1876672767225163801,2025-01-07 16:50:29,period_1,"“Ini makan bergizi gratis, bukan makan sesuai selera.”

ini template banget. udah lihat beberapa orang pake kalimat persis kek begitu. buzzer kah?",22,"mijnanami",879404323473457152,1,0,0,0,in,,makan_bergizi_gratis,,,
1876698935345193136,1876478514087731667,2025-01-07 18:34:28,period_1,"@iadskhara @BudiBukanIntel Y kan ekspektasi kita udh tinggi krn slama ini klo percontohan mbg tu bagus2 bgt,tp stelah program ny real berjalan mlh jd sebegini ny?",26,"HandiniMartina",1393883544980647945,1,0,0,0,in,,mbg,,,
187670918022186630,1876709152904577349,2025-01-07 19:15:10,period_1,"4. flavour

masih perihal 4 principal QUALITY factors in food. lidah pasti beda beda penilaiannya, tp sejauh ini aku lihat pada kurang puas sana rasa MBG, bahkan ada yang bilang bau. tolong.. makanan bergizi bukan berarti ga enak.. makanan bergizi juga butuh BTP.. biar enak..",45,"wawaT_T",1634208850760044544,0,0,1,0,in,,mbg,,,
1876723940636131355,1876723940636131355,2025-01-07 20:13:49,period_1,Kayaknya MBG dikasih ke ormas aja deh,7,"KAMMOES",2177203375,0,0,0,0,in,,mbg,,,
1876781610680324401,1876781610680324401,2025-01-08 00:02:59,period_1,"Bkn MBG ya
Cm mau nitip pesan aja sm bapak ibu guru trutama yg jd wali kelas 1 dn 2
Jan paksa mrk utk makan jk mrk g mau y Bu/Pak
Klo mrk lbh pilih makan bekal dr rmh biarkn sj
Anak2 byk yg susah makan Jan bwt mrk trauma,ibunya di rmh klo membujuk mrk makan penuh kelembutan
Pagii https://t.co/oK7HGFevYR",60,"AiraNtiePuspa",1428002673815482369,28,3,7,1,in,,mbg,,,
1876782538238083139,1876782538238083139,2025-01-08 00:06:40,period_1,"Loh,! Kenapa Gibran Menolak MBG Dari Prabowo Ya ? https://t.co/wypPpfZnJA",10,"MuhammadTuhasan",1424513138209157121,15,5,3,1,in,,mbg,,,
1876790817182056726,1876790817182056726,2025-01-08 00:39:34,period_1,Wa Ode Harap Program Makan Bergizi Gratis Konsisten &amp; Berlangsung Baik https://t.co/ti5erZeaYW #pdiperjuangan,13,"GesuriID",584835300,0,0,0,0,in,,makan_bergizi_gratis,,,
1876813668043923519,1876813668043923519,2025-01-08 02:10:22,period_1,"Namanya terlalu keren Makan Bergizi Gratis
Realitanya rasa sayur pahit &amp; makanan cenderung hambar

Mending pesen ke warteg gak sih masih ada rasanya cuma masalahnya 10 ribu dapat nggak Makanan Bergizi, bergizi artinya mengandung zat gizi makro dan mikro yang dibutuhkan oleh https://t.co/g2SovzO8U2",43,"CakKhum",1112540525771386880,71,31,16,2,in,,makan_bergizi_gratis,,,
1876822277649514532,1876589318510374982,2025-01-08 02:44:35,period_1,"@Intel_Imut @prabowo udah ada yg liat MBG buat anak yg kurang mampu ato benar² miskin gak?

dari H1 itu skolahan bagus² smua kayaknya...",23,"Jika_Aku_2",1290261485009006595,1,0,1,0,in,,mbg,,,
1876824277384605839,1876824277384605839,2025-01-08 02:52:32,period_1,"""Sasaran penerima MBG adalah siswa yang ada di sekolah,"" kata Pelaksana Tugas Kepala Dinas Pendidikan (Disdik) Provinsi DKI Jakarta Sarjoko saat dihubungi di Jakarta, Selasa.

#MakanBergiziGratis #MBG #Sejakarta #SeJkt https://t.co/yrjqxwCcOX",30,"SeJakarta_id",1571536417448402944,0,0,0,0,in,,mbg,,,
1876833470204248321,1876804465908445650,2025-01-08 03:29:03,period_1,"@geloraco Ditunggu keseriusan @prabowo utk membubarkan @KPK_RI, karena tak bermanfaat utk bangsa dan negara... Lebih bagus anggarannya di alihkan utk program makan bergizi gratis....",24,"PareParesek",2994446521,50,2,6,0,in,,makan_bergizi_gratis,,,
1876841099513196729,1876598728871887263,2025-01-08 03:59:22,period_1,"@aewin86 Saya setuju program makan bergizi gratis kalo para pejabat di pemerintahan setiap ada rapat atau pertemuan juga makan dengan menu dan porsi yg sama. 👍
Bergizi kan? Adil kan? Hemat anggaran juga kan?",34,"twkongko",179869955,718,60,7,4,in,,makan_bergizi_gratis,,,
1876855291804897772,1876855291804897772,2025-01-08 04:55:46,period_1,"MACAM MACAM MBG?

Sikattt https://t.co/aIJeOkdKOI",5,"AcoyBk",1359071931153018881,0,1,0,0,in,,mbg,,,
1876855454564843621,1876855454564843621,2025-01-08 04:56:25,period_1,"Sikat  !!
MBG 

MACAM MACAM https://t.co/pkTaLn4g5e",6,"AcoyBk",1359071931153018881,0,1,0,0,in,,mbg,,,
1876862950561956049,1876666266293068070,2025-01-08 05:26:12,period_1,"@kegblgnunfaedh Klo pun dikeroyok kan gara2 nyolong mobil bhambwaaang
Tolong ini TNI masukin program makan bergizi gratis. Kasian otaknya kurang gizi keknya",22,"Cinduane",409847953,1,0,0,0,in,,makan_bergizi_gratis,,,
1876864434314076305,1876864434314076305,2025-01-08 05:32:06,period_1,"Tadi baru denger berita kalau di satu daerah ada anak2 yang tidak menghabiskan makanan dari program MBG dan solusi apa yang ditawarkan?
Redesign menu dan retest makanan nya❌
Ngadain sayembara bagi anak2 yang bisa menghabiskan makanan nya akan diberikan beasiswa✅",40,"anakkrandom",1320028439756165125,0,0,0,0,in,,mbg,,,
1876865663974674854,1876865663974674854,2025-01-08 05:36:59,period_1,"mau diliat dari sisi manapun makan bergizi gratis tu emang ga efektif anjr, ditambah dana yg dikasih cuma 71T selama tahun 2025? 10k/porsi?",23,"gnavielle",1835043484174278656,0,0,1,0,in,,makan_bergizi_gratis,,,
1876871072198365223,1876871072198365223,2025-01-08 05:58:28,period_1,makan bergizi gratis dan enak dari fkg,7,"artrophile",1862657394,0,0,0,0,in,,makan_bergizi_gratis,,,
1876873644963467731,1876873644963467731,2025-01-08 06:08:42,period_1,Lha kan dari awal makan gratis bukan makan bergizi.,9,"solekangsole",756141108,0,0,0,0,in,,makan_bergizi_gratis,,,
1876874051139870729,1876218072736075865,2025-01-08 06:10:19,period_1,@__LOVE_AG4EVER @budimandjatmiko al (artificial intelligence) bikin makan bergizi gratis lebih efektif dan hemat.,13,"nikudestch87018",1675687437509566465,0,0,0,0,in,,makan_bergizi_gratis,,,
1876875911007523185,1876160591011758459,2025-01-08 06:17:42,period_1,"@AnKiiim_ @tanyarlfes Fathan tersenyum kecewa, ""Sampaikan ini kepada Pak Prabowo."" Bocil wong kito galo bersuara saat ditanya wartawan soal Program Makan Bergizi Gratis.

Ajaran Islam &gt;&gt; Berilah makanan sebagaimana yg biasa kita makan. Apabila sekiranya TIDAK LAYAK, JANGAN DIBERIKAN PADA ORANG LAIN ❤️ https://t.co/nloxqmi90F",44,"Zichan1124",1666611974720086017,2,1,0,0,in,,makan_bergizi_gratis,,,
1876877372445565082,1876871279627636851,2025-01-08 06:23:30,period_1,"@Bebque__ MBG ini bukan hanya soal menu tapi ada banyak point dari programnya yg terkesan ngasal

tapi percuma juga dikasih saran
one way traffic",24,"aagunawan_",1435753843162107906,1,0,1,0,in,,mbg,,,
1876882767197208911,1876819631815496048,2025-01-08 06:44:57,period_1,"@frans_surya @UbahBareng @BosPurwa @NenkMonica @bachrum_achmadi @PelatihT1dur @choymarkochoy @AnggaPutraF @Lisaamartatara6 @ekowboy2 @humaniesproject @aniesbubble 🤣😂 kocak kelakuan kader ente @PKSejahtera tiba-tiba malah bakar jembatan dan memancing keributan.
Tolong ust @hnurwahid @tifsembiring di kasih tau/nasehati pemilik akun ini supaya gak membuat keributan/pengalihan isu di tengah kekacauan MBG, kelakuan aparat, dan kasus korupsi.",49,"RyS_374",1373204617031413762,1,0,1,0,in,,mbg,,,
1876883648344944959,1876883648344944959,2025-01-08 06:48:27,period_1,"Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi menyebutkan banyaknya apresiasi dari masyarakat termasuk 'surat cinta' kepada Presiden RI Prabowo Subianto menjadi penyemangat pemerintah dan petugas untuk menghadirkan program MBG lebih optimal.
https://t.co/dCI35LaaiN",31,"nusabalicom",2655442453,0,0,0,0,in,,mbg,,,
1876885177214894385,1876881765018517650,2025-01-08 06:54:31,period_1,@MurtadhaOne1 Emang kurang ajar para para pejabat ini. Eneek sy lihat di tv hari pertama MBG smp matiin tv. Nah kayak gini anak2 dibiarin lapar buat nunggu para para pejabat brengsek.,31,"fca01bbu",3067569271,1,0,0,0,in,,mbg,,,
1876892791030071376,1876834446663655646,2025-01-08 07:24:47,period_1,"@are_inismyname @Gerindra @BANGSAygSUJUD @Ndons_Back @99propaganda @Kimberley_PS08 @bengkeldodo @temanduit @IrawanRommi @adri_zizie @DarekaRendy kalo berita adanya tekanan agar tidak upload menu MBG, sy  yakin itu benar. Soalnya gak nemu satupun postingan di sosmed. padahal ada ratusan ribu akun sswa n guru loh.",40,"Jika_Aku_2",1290261485009006595,2,0,0,0,in,,mbg,,,
1876893317658530075,1876858531728527731,2025-01-08 07:26:52,period_1,"@Heraloebss Kamu koq gak bahas Makan Bergizi Gratis Mis,, Kasihan Rakyat di tindas terus sama gendut,, https://t.co/FP9NwMQrUB",17,"Pandawa5321",1325652588650397696,0,0,0,0,in,,makan_bergizi_gratis,,,
1876894072708972818,1876894072708972818,2025-01-08 07:29:52,period_1,"DPR menyoroti adanya oknum sekolah yang memungut biaya Rp60 ribu terkait program makan bergizi gratis. Praktik pungutan ini terjadi dengan dalih biaya wadah makan yang semestinya ditanggung oleh penyelenggara program.

DPR meminta agar program makan bergizi gratis diawasi secara https://t.co/0MxKJp83D4",40,"tvOneNews",55507370,8,1,1,0,in,,makan_bergizi_gratis,,,
1876895904483234186,1876895904483234186,2025-01-08 07:37:09,period_1,Program Makan Bergizi Gratis: Membuka Lapangan Kerja dan Memberdayakan Ekonomi Lokal di Semarang https://t.co/9MXix45IHq https://t.co/KhrW7tkMON,15,"garudatvnews",502140136,0,0,0,0,in,,makan_bergizi_gratis,,,
1876907434498761197,1876598728871887263,2025-01-08 08:22:58,period_1,"@aewin86 @akuratco Artinya, mbg untuk murid2, salah sasaran, Krn murid gak makan, atau makan tapi dibagi orang rumah, gizi yg sedikit makin gak tercukupi",24,"katakangparkir",1472864680393670657,177,5,0,0,in,,mbg,,,
1876907637830189362,1876907637830189362,2025-01-08 08:23:46,period_1,"1. Menu MBG anak2 dr rakyat pembayar pajak;
2. Gaya Makan Maling 300 Triliun;
3. Maemnya orang2 istana ?
Kamu marah ya ? Ngga, cuman ingetin aja bahwa yg nomor 2 itu DUIT-nya banyak, yg nomor 3 itu ANGGARAN-nya banyak, nah kalo yg nomor 1 itu SABAR-nya banyak @Gerindra @prabowo https://t.co/fAznrXZpdj",51,"Sahabat_Dai",856256152597921794,0,0,0,0,in,,mbg,,,
1876918439484199096,1876560763042795794,2025-01-08 09:06:42,period_1,@MuhadklyAcho itu MBG masih pake duitnya wowo kan? beliau ngeliat gk makanannya ini?,13,"BPahleza",1642084316313432064,0,0,0,0,in,,mbg,,,
